vr	encoder
3.792	-0.056
3.792	-0.054
3.781	-0.051
3.773	-0.049
3.762	-0.051
3.773	-0.050
3.790	-0.055
3.786	-0.055
3.795	-0.051
3.831	-0.052
3.836	-0.049
3.839	-0.050
3.850	-0.052
3.866	-0.057
3.880	-0.057
3.874	-0.054
3.860	-0.054
3.870	-0.050
3.879	-0.052
3.876	-0.054
3.857	-0.056
3.873	-0.056
3.876	-0.054
3.851	-0.050
3.875	-0.050
3.878	-0.052
3.850	-0.052
3.860	-0.055
3.785	-0.050
3.754	-0.051
3.747	-0.049
3.766	-0.049
3.741	-0.050
3.772	-0.052
3.785	-0.051
3.787	-0.049
3.814	-0.049
3.815	-0.047
3.815	-0.049
3.805	-0.050
3.693	-0.051
3.758	-0.049
3.715	-0.046
3.706	-0.042
3.699	-0.041
3.674	-0.041
3.664	-0.036
3.674	3.319
3.694	3.321
3.713	3.323
3.736	3.321
3.707	3.319
3.674	3.317
3.682	3.319
3.679	3.321
3.650	3.323
3.632	3.324
3.646	3.321
3.652	3.321
3.663	3.318
3.715	3.319
3.733	3.324
3.754	3.323
3.755	3.319
3.713	3.319
3.692	3.315
3.684	3.317
3.682	3.319
3.663	3.323
3.669	3.319
3.684	3.319
3.705	3.317
3.697	3.317
3.683	3.319
3.661	3.319
3.666	3.323
3.646	3.322
3.640	3.318
3.652	3.318
3.631	3.321
3.629	3.322
3.631	3.321
3.666	3.324
3.666	3.322
3.643	3.321
3.673	3.318
3.600	3.321
3.642	3.324
3.370	3.327
3.251	3.324
3.199	3.327
3.236	3.324
3.220	3.328
3.321	3.327
3.349	3.328
3.344	3.329
3.459	3.326
3.540	3.324
3.525	3.321
3.631	3.322
3.722	3.321
3.754	3.322
3.745	3.323
3.744	3.319
3.599	3.319
3.535	3.319
3.399	3.323
3.515	3.322
3.633	3.324
3.688	3.319
3.682	3.321
3.652	3.318
3.646	3.321
3.629	3.321
3.593	3.324
3.394	3.324
3.290	3.326
3.251	3.324
3.229	3.327
3.435	3.328
3.489	3.328
3.548	3.324
3.587	3.323
3.426	3.321
3.516	3.319
3.600	3.323
3.627	3.324
3.649	3.324
3.663	3.324
3.641	3.321
3.636	3.318
3.657	3.318
3.671	3.321
3.675	3.323
3.656	3.321
3.537	3.322
3.441	3.324
3.458	3.319
3.505	3.324
3.582	3.323
3.623	3.324
3.615	3.324
3.647	3.321
3.691	3.318
3.621	3.321
3.605	3.322
3.562	3.324
3.540	3.324
3.495	3.324
3.453	3.321
3.432	3.321
3.487	3.324
3.358	3.326
3.311	3.328
3.377	3.324
3.419	3.324
3.430	3.322
3.300	-0.009
3.243	-0.036
3.337	-0.037
3.459	-0.041
3.548	-0.043
3.581	-0.049
3.571	-0.047
3.529	-0.047
3.506	-0.042
3.479	-0.043
3.360	-0.045
3.281	-0.043
3.265	-0.047
3.232	-0.043
3.346	-0.043
3.458	-0.045
3.573	-0.045
3.619	-0.049
3.674	-0.049
3.734	-0.054
3.727	-0.051
3.733	-0.051
3.626	-0.049
3.687	-0.050
3.661	-0.050
3.660	-0.054
3.646	-0.050
3.651	-0.050
3.526	-0.049
3.524	-0.045
3.523	-0.045
3.514	-0.047
3.458	-0.049
3.439	-0.050
3.441	-0.046
3.450	-0.043
3.467	-0.043
3.430	-0.046
3.475	-0.049
3.515	-0.049
3.510	-0.050
3.576	-0.047
3.561	-0.045
3.589	-0.046
3.627	-0.049
3.680	-0.051
3.712	-0.054
3.708	-0.050
3.696	-0.050
3.708	-0.047
3.691	-0.051
3.689	-0.050
3.698	-0.054
3.656	-0.052
3.595	-0.049
3.601	-0.047
3.591	-0.046
3.579	-0.049
3.590	-0.047
3.552	-0.050
3.556	-0.046
3.558	-0.043
3.579	-0.037
3.493	3.324
3.531	3.319
3.568	3.319
3.586	3.323
3.562	3.322
3.553	3.326
3.525	3.322
3.538	3.322
3.530	3.319
3.542	3.319
3.523	3.322
3.528	3.323
3.520	3.324
3.521	3.323
3.515	3.324
3.515	3.321
3.542	3.321
3.551	3.323
3.539	3.324
3.552	3.327
3.551	3.321
3.338	3.324
3.352	3.323
3.366	3.324
3.402	3.324
3.426	3.328
3.408	3.324
3.394	3.324
3.389	3.322
3.371	3.324
3.380	3.328
3.375	3.328
3.380	3.326
3.389	3.326
3.391	3.323
3.371	3.324
3.372	3.324
3.383	3.328
3.376	3.328
3.356	3.327
3.346	3.327
3.351	3.323
3.358	3.323
3.357	3.324
3.371	3.324
3.388	3.328
3.402	3.324
3.405	3.326
3.400	3.322
3.403	3.323
3.383	3.324
3.367	3.329
3.356	-0.040
3.327	-0.041
3.301	-0.045
3.276	-0.043
3.260	-0.042
3.265	-0.040
3.276	-0.040
3.283	-0.043
3.283	-0.043
3.290	-0.047
3.291	-0.047
3.304	-0.043
3.313	-0.043
3.332	-0.040
3.337	-0.043
3.348	-0.043
3.351	-0.046
3.366	-0.049
3.377	-0.045
3.383	-0.041
3.383	-0.041
3.386	-0.045
3.370	-0.049
3.361	-0.047
3.352	-0.045
3.353	-0.043
3.343	-0.040
3.347	-0.045
3.361	-0.043
3.367	-0.047
3.379	-0.045
3.388	-0.043
3.388	-0.038
3.372	-0.031
3.361	3.326
3.327	3.327
3.315	3.323
3.319	3.327
3.324	3.327
3.319	3.329
3.295	3.328
3.305	3.327
3.307	3.324
3.300	3.324
3.305	3.328
3.318	3.327
3.321	3.331
3.325	3.328
3.327	3.327
3.320	3.324
3.332	3.323
3.347	3.324
3.352	3.328
3.346	3.328
3.347	3.327
3.357	3.327
3.371	3.324
3.391	3.326
3.407	3.326
3.439	3.328
3.444	3.327
3.437	3.326
3.459	3.324
3.461	3.321
3.442	3.324
3.432	3.328
3.459	3.327
3.506	3.324
3.517	3.321
3.479	3.321
3.478	3.324
3.481	3.323
3.491	3.327
3.510	3.323
3.539	3.324
3.531	-0.043
3.510	-0.049
3.514	-0.045
3.526	-0.047
3.533	-0.047
3.529	-0.049
3.516	-0.047
3.519	-0.050
3.507	-0.049
3.517	-0.049
3.551	-0.045
3.580	-0.045
3.586	-0.049
3.595	-0.051
3.601	-0.049
3.613	-0.049
3.626	-0.046
3.629	-0.047
3.627	-0.049
3.614	-0.049
3.587	-0.051
3.531	-0.050
3.530	-0.049
3.512	-0.045
3.533	-0.043
3.530	-0.050
3.530	-0.049
3.531	-0.047
3.552	-0.047
3.579	-0.043
3.591	-0.041
3.540	-0.035
3.491	3.321
3.458	3.321
3.459	3.324
3.449	3.323
3.444	3.327
3.416	3.324
3.381	3.322
3.377	3.322
3.388	3.324
3.384	3.324
3.417	3.328
3.418	3.328
3.408	3.326
3.367	3.323
3.283	3.323
3.248	3.328
3.185	3.327
3.077	3.333
3.035	3.329
3.122	3.328
3.151	3.329
3.174	3.327
3.141	3.328
3.138	3.329
3.128	3.332
3.124	3.329
3.141	3.329
3.167	3.327
3.227	3.327
3.276	3.327
3.290	3.329
3.301	3.329
3.307	3.327
3.304	3.324
3.288	3.328
3.310	3.327
3.279	3.331
3.262	-0.026
3.283	-0.040
3.287	-0.041
3.273	-0.045
3.290	-0.043
3.306	-0.041
3.305	-0.041
3.307	-0.041
3.321	-0.043
3.328	-0.047
3.334	-0.047
3.327	-0.042
3.321	-0.040
3.327	-0.041
3.330	-0.043
3.334	-0.046
3.323	-0.046
3.296	-0.043
3.286	-0.043
3.281	-0.040
3.243	-0.041
3.225	-0.041
3.216	-0.045
3.197	-0.041
3.208	-0.040
3.195	-0.037
3.212	-0.037
3.207	-0.038
3.220	-0.038
3.249	3.323
3.271	3.327
3.296	3.329
3.305	3.328
3.286	3.327
3.305	3.326
3.356	3.323
3.397	3.324
3.423	3.324
3.405	3.327
3.427	3.328
3.486	3.323
3.510	3.321
3.523	3.324
3.526	3.323
3.516	3.327
3.514	3.324
3.511	3.323
3.514	3.319
3.501	3.319
3.481	3.322
3.478	3.323
3.479	3.326
3.509	3.324
3.509	3.323
3.453	3.322
3.423	3.321
3.430	3.323
3.423	3.327
3.413	3.327
3.389	3.324
3.384	3.326
3.371	3.323
3.346	3.324
3.316	3.327
3.291	3.328
3.246	3.328
3.223	3.328
3.197	-0.038
3.122	-0.041
3.165	-0.037
3.170	-0.037
3.174	-0.040
3.162	-0.042
3.123	-0.042
3.124	-0.043
3.086	-0.038
3.086	-0.040
3.110	-0.037
3.147	-0.040
3.147	-0.040
3.136	-0.043
3.134	-0.040
3.106	-0.040
3.118	-0.037
3.137	-0.040
3.082	-0.040
3.082	-0.041
3.060	-0.041
3.053	-0.038
3.049	-0.035
3.077	-0.038
3.127	-0.037
3.164	-0.040
3.130	-0.038
3.110	3.328
3.099	3.329
3.122	3.333
3.119	3.328
3.158	3.328
3.190	3.327
3.143	3.326
3.174	3.328
3.181	3.329
3.139	3.328
3.097	3.329
3.088	3.328
3.077	3.328
3.092	3.329
3.097	3.331
3.055	3.332
3.066	3.333
3.035	3.329
3.030	3.328
2.989	3.328
3.016	3.331
3.039	3.334
3.092	3.331
3.082	3.331
3.113	3.327
3.111	3.328
3.109	3.329
3.039	3.333
3.022	3.334
3.010	3.331
2.994	3.328
3.012	3.328
3.017	3.331
2.980	-0.007
3.034	-0.033
3.092	-0.033
3.069	-0.038
3.055	-0.041
3.062	-0.042
3.102	-0.040
3.068	-0.037
3.063	-0.037
3.120	-0.040
3.111	-0.038
3.096	-0.041
3.108	-0.041
3.138	-0.040
3.146	-0.040
3.158	-0.038
3.183	-0.040
3.216	-0.041
3.245	-0.045
3.279	-0.045
3.290	-0.041
3.310	-0.040
3.338	-0.038
3.352	-0.041
3.342	-0.045
3.348	-0.043
3.330	-0.031
3.320	3.327
3.318	3.329
3.328	3.327
3.307	3.326
3.296	3.323
3.292	3.326
3.293	3.327
3.281	3.329
3.263	3.326
3.269	3.327
3.277	3.324
3.296	3.327
3.296	3.328
3.328	3.329
3.362	3.328
3.397	3.324
3.404	3.323
3.374	3.323
3.370	3.324
3.400	3.328
3.444	3.328
3.442	3.324
3.453	3.324
3.432	3.321
3.403	3.322
3.425	3.324
3.432	3.328
3.470	3.328
3.467	3.324
3.488	3.323
3.497	3.321
3.505	3.324
3.523	3.323
3.500	3.327
3.489	-0.038
3.492	-0.047
3.510	-0.049
3.519	-0.049
3.534	-0.049
3.507	-0.043
3.426	-0.043
3.381	-0.045
3.367	-0.045
3.365	-0.047
3.381	-0.045
3.388	-0.045
3.381	-0.041
3.332	-0.041
3.321	-0.043
3.328	-0.046
3.295	-0.046
3.249	-0.042
3.167	-0.040
2.892	-0.033
2.796	-0.036
2.941	-0.035
3.017	-0.040
3.081	-0.036
3.128	-0.037
3.165	-0.029
3.180	3.328
3.218	3.328
3.246	3.326
3.263	3.328
3.267	3.328
3.259	3.327
3.216	3.331
3.206	3.328
3.199	3.329
3.229	3.327
3.253	3.328
3.257	3.328
3.249	3.329
3.278	3.329
3.290	3.328
3.241	3.324
3.218	3.324
3.204	3.328
3.286	3.328
3.244	3.331
3.225	3.328
3.206	3.328
3.203	3.328
3.204	3.327
3.184	3.329
3.193	3.328
3.216	3.331
3.223	3.331
3.218	3.328
3.204	3.324
3.235	3.324
3.199	3.328
3.220	3.332
3.150	-0.032
3.185	-0.038
3.195	-0.038
3.184	-0.043
3.192	-0.040
3.175	-0.041
3.157	-0.038
3.161	-0.038
3.156	-0.040
3.169	-0.043
3.174	-0.043
3.165	-0.040
3.152	-0.040
3.181	-0.038
3.190	-0.040
3.199	-0.041
3.244	-0.045
3.227	-0.045
3.225	-0.041
3.225	-0.038
3.226	-0.038
3.214	-0.042
3.208	-0.043
3.245	-0.043
3.276	-0.040
3.309	-0.040
3.325	-0.033
3.346	3.326
3.365	3.327
3.376	3.323
3.381	3.326
3.361	3.326
3.365	3.328
3.397	3.324
3.398	3.323
3.422	3.322
3.444	3.322
3.465	3.327
3.463	3.324
3.431	3.327
3.437	3.326
3.426	3.324
3.417	3.321
3.393	3.322
3.372	3.324
3.351	3.328
3.342	3.329
3.369	3.326
3.346	3.324
3.346	3.322
3.320	3.324
3.305	3.326
3.325	3.328
3.310	3.327
3.273	3.324
3.244	3.324
3.059	3.327
3.096	3.328
3.102	3.333
3.123	3.333
3.141	3.328
3.132	-0.000
3.139	-0.040
3.153	-0.040
3.166	-0.040
3.172	-0.037
3.155	-0.041
3.170	-0.045
3.181	-0.043
3.188	-0.041
3.184	-0.038
3.203	-0.042
3.179	-0.041
3.178	-0.043
3.155	-0.045
3.147	-0.043
3.134	-0.040
3.133	-0.040
3.125	-0.038
3.130	-0.038
3.133	-0.040
3.129	-0.043
3.134	-0.040
3.158	-0.040
3.155	-0.036
3.188	-0.036
3.174	-0.036
3.144	3.319
3.147	3.327
3.133	3.329
3.144	3.328
3.153	3.331
3.167	3.328
3.179	3.328
3.188	3.326
3.188	3.328
3.189	3.329
3.178	3.333
3.204	3.331
3.218	3.328
3.226	3.324
3.234	3.328
3.225	3.327
3.222	3.329
3.229	3.331
3.232	3.328
3.234	3.328
3.208	3.324
3.213	3.328
3.199	3.328
3.189	3.331
3.199	3.328
3.225	3.324
3.249	3.324
3.273	3.327
3.291	3.329
3.279	3.329
3.290	3.327
3.301	3.324
3.305	3.324
3.306	3.327
3.253	-0.038
3.274	-0.038
3.281	-0.041
3.279	-0.045
3.292	-0.045
3.292	-0.043
3.295	-0.043
3.278	-0.040
3.203	-0.041
3.139	-0.041
3.108	-0.043
3.096	-0.040
3.118	-0.040
3.125	-0.037
3.142	-0.037
3.158	-0.038
3.174	-0.040
3.195	-0.045
3.214	-0.045
3.240	-0.043
3.260	-0.040
3.274	-0.040
3.305	-0.042
3.325	-0.041
3.355	-0.045
3.356	-0.041
3.367	-0.038
3.375	3.322
3.375	3.328
3.399	3.327
3.412	3.322
3.441	3.321
3.468	3.324
3.483	3.327
3.477	3.326
3.432	3.324
3.379	3.326
3.327	3.322
3.260	3.327
3.214	3.328
3.193	3.331
3.150	3.328
3.169	3.328
3.157	3.326
3.127	3.327
3.073	3.331
3.094	3.333
3.062	3.333
3.069	3.331
3.059	3.328
3.036	3.328
3.150	3.329
3.167	3.329
3.212	3.331
3.203	3.328
3.139	3.328
3.096	3.327
2.984	3.328
2.938	3.332
3.052	3.334
3.142	3.332
3.166	3.329
3.204	-0.035
3.253	-0.041
3.239	-0.040
3.193	-0.037
3.164	-0.037
3.157	-0.041
3.144	-0.041
3.125	-0.043
3.106	-0.040
3.138	-0.040
3.157	-0.038
3.174	-0.038
3.180	-0.041
3.160	-0.045
3.139	-0.040
3.102	-0.040
3.094	-0.037
3.124	-0.040
3.147	-0.040
3.134	-0.043
3.063	-0.040
3.035	-0.038
3.105	-0.036
3.095	-0.038
3.138	-0.036
3.162	-0.040
3.057	-0.028
3.025	3.332
3.012	3.331
2.960	3.334
3.041	3.332
2.994	3.331
2.924	3.328
2.870	3.332
2.992	3.332
3.068	3.334
3.077	3.332
2.924	3.329
2.794	3.331
2.763	3.332
2.782	3.336
3.038	3.334
3.229	3.332
3.227	3.331
3.203	3.328
3.274	3.324
3.255	3.328
3.050	3.329
3.160	3.333
3.197	3.331
3.240	3.329
3.285	3.324
3.274	3.328
3.295	3.327
3.277	3.329
3.237	3.329
3.240	3.328
3.257	3.324
3.229	3.324
3.189	3.328
3.111	3.328
3.092	3.331
3.087	-0.029
3.104	-0.037
3.179	-0.043
3.172	-0.040
3.123	-0.040
3.062	-0.033
3.119	-0.038
3.243	-0.041
3.328	-0.043
3.310	-0.046
3.260	-0.043
3.225	-0.043
3.220	-0.038
3.172	-0.041
3.111	-0.040
3.184	-0.045
3.218	-0.043
3.229	-0.040
3.288	-0.040
3.379	-0.040
3.376	-0.043
3.367	-0.046
3.384	-0.049
3.324	-0.042
3.253	-0.042
3.209	-0.038
3.223	-0.040
3.222	-0.038
3.258	-0.038
3.246	3.328
3.269	3.328
3.279	3.331
3.272	3.329
3.235	3.328
3.276	3.324
3.314	3.326
3.276	3.327
3.254	3.329
3.279	3.329
3.304	3.331
3.287	3.324
3.295	3.324
3.235	3.329
3.110	3.329
3.155	3.331
3.208	3.328
3.199	3.328
3.160	3.328
3.147	3.326
3.167	3.329
3.178	3.329
3.192	3.333
3.188	3.333
3.171	3.328
3.178	3.329
3.161	3.326
3.110	3.329
3.113	3.329
3.102	3.332
3.116	3.329
3.147	3.329
3.162	3.328
3.155	3.327
3.148	3.329
3.130	-0.017
3.110	-0.035
3.092	-0.038
3.127	-0.038
3.114	-0.042
3.147	-0.045
3.153	-0.041
3.157	-0.038
3.174	-0.038
3.176	-0.041
3.189	-0.041
3.202	-0.045
3.208	-0.041
3.214	-0.041
3.216	-0.040
3.221	-0.042
3.249	-0.042
3.264	-0.045
3.283	-0.045
3.285	-0.040
3.279	-0.040
3.251	-0.040
3.226	-0.041
3.234	-0.041
3.246	-0.045
3.257	-0.040
3.257	-0.038
3.254	-0.031
3.250	3.329
3.230	3.328
3.216	3.328
3.221	3.324
3.236	3.327
3.229	3.327
3.246	3.329
3.240	3.329
3.235	3.328
3.241	3.324
3.259	3.328
3.254	3.328
3.241	3.329
3.234	3.331
3.244	3.329
3.264	3.328
3.269	3.324
3.290	3.327
3.302	3.328
3.310	3.331
3.333	3.328
3.346	3.327
3.367	3.324
3.366	3.323
3.379	3.327
3.372	3.327
3.366	3.328
3.335	3.326
3.341	3.327
3.371	3.324
3.383	3.324
3.367	3.327
3.389	3.327
3.426	3.328
3.455	3.324
3.481	3.324
3.473	-0.043
3.467	-0.043
3.483	-0.045
3.491	-0.043
3.496	-0.043
3.477	-0.047
3.482	-0.050
3.478	-0.047
3.474	-0.046
3.529	-0.045
3.570	-0.045
3.566	-0.049
3.589	-0.049
3.581	-0.051
3.599	-0.052
3.605	-0.050
3.603	-0.046
3.604	-0.050
3.575	-0.049
3.528	-0.052
3.514	-0.051
3.486	-0.049
3.515	-0.047
3.511	-0.043
3.509	-0.046
3.510	-0.049
3.534	-0.049
3.570	-0.045
3.549	-0.043
3.521	3.324
3.477	3.324
3.470	3.323
3.460	3.321
3.447	3.324
3.439	3.323
3.409	3.326
3.390	3.327
3.394	3.324
3.393	3.321
3.416	3.323
3.418	3.324
3.418	3.326
3.388	3.327
3.318	3.328
3.282	3.326
3.216	3.324
3.119	3.324
3.080	3.328
3.174	3.329
3.203	3.331
3.208	3.328
3.183	3.324
3.185	3.327
3.200	3.328
3.199	3.328
3.216	3.331
3.221	3.328
3.257	3.328
3.306	3.324
3.316	3.327
3.320	3.327
3.314	3.329
3.316	3.329
3.297	3.327
3.325	3.324
3.321	3.327
3.330	3.327
3.355	-0.038
3.352	-0.040
3.324	-0.042
3.313	-0.045
3.327	-0.047
3.330	-0.043
3.330	-0.043
3.335	-0.042
3.358	-0.045
3.361	-0.045
3.366	-0.049
3.348	-0.045
3.338	-0.043
3.333	-0.045
3.348	-0.041
3.330	-0.043
3.328	-0.047
3.315	-0.047
3.310	-0.045
3.304	-0.043
3.286	-0.041
3.273	-0.041
3.255	-0.042
3.222	-0.045
3.211	-0.045
3.222	-0.040
3.221	-0.037
3.220	-0.036
3.245	-0.037
3.264	-0.019
3.287	3.324
3.287	3.327
3.307	3.328
3.318	3.329
3.310	3.329
3.356	3.327
3.408	3.323
3.433	3.322
3.469	3.324
3.470	3.328
3.487	3.327
3.511	3.323
3.545	3.324
3.554	3.321
3.584	3.319
3.590	3.323
3.579	3.322
3.577	3.324
3.580	3.321
3.575	3.322
3.568	3.319
3.575	3.322
3.563	3.323
3.561	3.326
3.529	3.326
3.559	3.323
3.571	3.319
3.514	3.321
3.473	3.322
3.458	3.324
3.456	3.327
3.435	3.324
3.432	3.324
3.416	3.322
3.426	3.324
3.427	3.324
3.412	3.327
3.374	3.329
3.337	3.326
3.307	3.323
3.239	3.327
3.236	3.328
3.220	-0.028
3.230	-0.038
3.235	-0.040
3.230	-0.043
3.236	-0.045
3.232	-0.041
3.234	-0.040
3.234	-0.040
3.243	-0.041
3.225	-0.041
3.200	-0.045
3.211	-0.041
3.245	-0.043
3.273	-0.040
3.271	-0.042
3.245	-0.041
3.264	-0.045
3.254	-0.042
3.240	-0.042
3.246	-0.042
3.250	-0.040
3.213	-0.038
3.189	-0.041
3.171	-0.045
3.175	-0.043
3.181	-0.040
3.161	-0.040
3.189	-0.037
3.230	-0.040
3.273	-0.040
3.249	-0.040
3.253	-0.033
3.245	3.328
3.265	3.329
3.251	3.329
3.260	3.328
3.283	3.324
3.328	3.327
3.320	3.324
3.290	3.329
3.310	3.326
3.304	3.327
3.264	3.324
3.248	3.326
3.218	3.328
3.214	3.331
3.206	3.332
3.218	3.328
3.199	3.324
3.164	3.328
3.189	3.329
3.161	3.328
3.192	3.332
3.157	3.331
3.133	3.329
3.178	3.328
3.188	3.327
3.209	3.328
3.188	3.328
3.174	3.332
3.209	3.328
3.185	3.328
3.180	3.324
3.133	3.327
3.130	3.328
3.164	3.331
3.165	3.333
3.164	3.329
3.170	3.324
3.198	3.326
3.221	3.328
3.232	-0.036
3.225	-0.035
3.249	-0.040
3.206	-0.040
3.222	-0.045
3.222	-0.041
3.244	-0.042
3.264	-0.040
3.226	-0.040
3.218	-0.042
3.255	-0.045
3.251	-0.041
3.249	-0.043
3.240	-0.040
3.257	-0.041
3.283	-0.041
3.305	-0.046
3.315	-0.042
3.327	-0.043
3.348	-0.041
3.388	-0.042
3.400	-0.045
3.427	-0.045
3.447	-0.047
3.449	-0.049
3.468	-0.045
3.487	-0.042
3.487	-0.042
3.486	-0.045
3.473	-0.045
3.483	-0.045
3.442	-0.033
3.444	3.327
3.442	3.327
3.447	3.324
3.449	3.324
3.436	3.321
3.422	3.324
3.425	3.323
3.423	3.327
3.418	3.324
3.409	3.326
3.402	3.323
3.412	3.326
3.423	3.326
3.436	3.328
3.439	3.324
3.436	3.324
3.456	3.321
3.478	3.321
3.498	3.324
3.535	3.326
3.540	3.326
3.516	3.323
3.489	3.321
3.495	3.321
3.537	3.324
3.575	3.324
3.591	3.324
3.573	3.323
3.579	3.321
3.572	3.319
3.545	3.323
3.528	3.327
3.565	3.324
3.565	3.323
3.600	3.323
3.596	3.318
3.623	3.318
3.641	3.321
3.645	3.324
3.651	3.323
3.663	3.322
3.643	3.321
3.622	3.317
3.617	-0.035
3.614	-0.045
3.626	-0.045
3.642	-0.049
3.643	-0.051
3.650	-0.052
3.649	-0.050
3.579	-0.050
3.528	-0.046
3.493	-0.047
3.477	-0.050
3.483	-0.049
3.496	-0.047
3.514	-0.046
3.521	-0.043
3.512	-0.043
3.506	-0.047
3.463	-0.046
3.473	-0.049
3.483	-0.047
3.447	-0.043
3.427	-0.046
3.377	-0.045
3.332	-0.047
3.034	-0.045
2.924	-0.038
3.094	-0.040
3.164	-0.037
3.208	-0.040
3.246	-0.040
3.283	-0.042
3.335	-0.043
3.360	-0.035
3.366	3.328
3.391	3.328
3.404	3.324
3.412	3.323
3.416	3.321
3.416	3.324
3.417	3.324
3.395	3.328
3.371	3.324
3.360	3.327
3.341	3.326
3.351	3.323
3.375	3.327
3.403	3.324
3.412	3.326
3.398	3.324
3.425	3.322
3.442	3.322
3.447	3.324
3.402	3.324
3.381	3.327
3.361	3.328
3.356	3.326
3.446	3.322
3.408	3.323
3.376	3.326
3.361	3.328
3.361	3.328
3.346	3.326
3.357	3.327
3.335	3.323
3.327	3.324
3.338	3.324
3.363	3.328
3.376	3.326
3.389	3.326
3.383	3.323
3.389	3.321
3.349	3.326
3.397	3.328
3.335	3.328
3.330	3.326
3.332	3.323
3.325	-0.042
3.321	-0.041
3.313	-0.038
3.311	-0.040
3.328	-0.043
3.325	-0.045
3.310	-0.046
3.297	-0.043
3.301	-0.040
3.311	-0.041
3.315	-0.043
3.323	-0.042
3.314	-0.047
3.310	-0.047
3.306	-0.041
3.315	-0.043
3.338	-0.043
3.342	-0.045
3.347	-0.049
3.366	-0.049
3.379	-0.045
3.423	-0.045
3.389	-0.041
3.381	-0.045
3.377	-0.045
3.391	-0.047
3.404	-0.043
3.395	-0.045
3.377	-0.041
3.371	-0.040
3.388	-0.043
3.416	-0.046
3.444	-0.047
3.461	-0.042
3.475	-0.038
3.491	-0.021
3.493	3.323
3.510	3.321
3.521	3.321
3.558	3.323
3.517	3.323
3.512	3.326
3.539	3.324
3.537	3.324
3.573	3.319
3.571	3.323
3.579	3.323
3.600	3.326
3.608	3.321
3.640	3.322
3.610	3.318
3.595	3.321
3.568	3.321
3.565	3.324
3.565	3.321
3.559	3.319
3.545	3.319
3.542	3.322
3.540	3.326
3.517	3.326
3.491	3.327
3.503	3.323
3.509	3.319
3.514	3.322
3.493	3.323
3.497	3.324
3.487	3.327
3.453	3.327
3.433	3.324
3.437	3.321
3.478	3.322
3.468	3.324
3.435	3.327
3.391	3.327
3.383	3.326
3.249	3.324
3.296	3.323
3.316	3.327
3.285	3.329
3.287	3.329
3.310	3.328
3.306	3.324
3.310	-0.018
3.302	-0.040
3.310	-0.040
3.334	-0.038
3.346	-0.041
3.337	-0.043
3.330	-0.047
3.335	-0.045
3.347	-0.040
3.365	-0.041
3.365	-0.045
3.371	-0.049
3.356	-0.047
3.393	-0.045
3.367	-0.045
3.369	-0.041
3.356	-0.045
3.324	-0.043
3.316	-0.047
3.302	-0.043
3.288	-0.043
3.285	-0.043
3.286	-0.041
3.295	-0.042
3.299	-0.042
3.309	-0.045
3.309	-0.042
3.296	-0.042
3.301	-0.040
3.327	-0.040
3.327	-0.042
3.341	-0.045
3.381	-0.045
3.355	-0.040
3.330	-0.033
3.305	3.328
3.300	3.328
3.286	3.327
3.286	3.324
3.297	3.323
3.313	3.327
3.330	3.326
3.344	3.328
3.361	3.326
3.365	3.326
3.356	3.324
3.386	3.323
3.376	3.327
3.379	3.328
3.398	3.328
3.416	3.327
3.416	3.324
3.416	3.321
3.417	3.326
3.422	3.324
3.412	3.328
3.408	3.326
3.402	3.324
3.414	3.322
3.426	3.321
3.427	3.324
3.412	3.328
3.388	3.327
3.397	3.324
3.376	3.322
3.367	3.326
3.362	3.329
3.388	3.328
3.409	3.327
3.432	3.324
3.458	3.323
3.475	3.321
3.492	3.324
3.482	3.328
3.479	3.328
3.478	3.326
3.479	3.324
3.484	3.321
3.495	3.324
3.497	3.327
3.456	3.328
3.447	-0.041
3.461	-0.043
3.460	-0.049
3.470	-0.047
3.467	-0.045
3.479	-0.043
3.487	-0.043
3.488	-0.047
3.484	-0.050
3.481	-0.046
3.467	-0.046
3.391	-0.045
3.327	-0.041
3.265	-0.043
3.245	-0.045
3.230	-0.045
3.239	-0.045
3.264	-0.041
3.260	-0.040
3.273	-0.040
3.281	-0.043
3.296	-0.045
3.310	-0.047
3.335	-0.045
3.355	-0.041
3.371	-0.040
3.388	-0.043
3.398	-0.045
3.422	-0.049
3.427	-0.045
3.456	-0.047
3.482	-0.043
3.510	-0.045
3.525	-0.045
3.540	-0.049
3.554	-0.049
3.548	-0.046
3.557	-0.043
3.571	-0.037
3.562	3.321
3.563	3.321
3.579	3.319
3.590	3.323
3.605	3.321
3.614	3.324
3.642	3.323
3.660	3.319
3.660	3.318
3.669	3.318
3.666	3.319
3.645	3.323
3.598	3.324
3.567	3.323
3.528	3.322
3.482	3.319
3.453	3.324
3.421	3.324
3.430	3.327
3.432	3.324
3.402	3.324
3.444	3.321
3.450	3.321
3.444	3.324
3.408	3.328
3.409	3.328
3.386	3.324
3.276	3.326
3.366	3.321
3.310	3.324
3.306	3.329
3.302	3.328
3.300	3.326
3.314	3.324
3.295	3.323
3.389	3.323
3.430	3.326
3.419	3.328
3.477	3.326
3.489	3.324
3.440	3.321
3.393	3.321
3.376	3.324
3.357	3.324
3.327	3.327
3.343	3.328
3.375	3.326
3.411	3.323
3.441	3.322
3.444	3.324
3.451	3.328
3.477	-0.003
3.489	-0.041
3.509	-0.046
3.501	-0.049
3.469	-0.046
3.437	-0.043
3.426	-0.043
3.421	-0.047
