vr	encoder
0.001	0.023
0.003	0.025
-0.002	0.025
-0.003	0.023
-0.003	0.020
0.001	0.019
0.002	0.023
0.003	0.026
0.003	0.025
-0.002	0.023
-0.000	0.020
-0.003	0.021
0.001	0.025
-0.000	0.025
0.003	0.025
0.001	0.021
0.001	0.020
-0.003	0.021
-0.000	0.023
0.001	0.025
0.002	0.025
0.001	0.023
0.001	0.019
-0.003	0.019
0.001	0.023
0.001	0.024
0.002	0.025
0.002	0.023
-0.000	0.020
-0.003	0.020
-0.003	0.018
0.003	0.023
0.005	0.026
0.001	0.024
-0.003	0.023
-0.003	0.018
0.001	0.020
0.001	0.023
0.005	0.021
-0.000	0.024
0.001	0.023
-0.003	0.023
-0.003	0.020
0.001	0.023
0.003	0.023
0.003	0.025
-0.000	0.023
-0.003	0.023
-0.003	0.020
0.001	0.020
-0.000	0.023
0.005	0.024
0.001	0.025
0.001	0.023
-0.003	0.020
-0.000	0.019
0.001	0.023
0.002	0.024
0.001	0.024
0.001	0.021
-0.003	0.021
-0.000	0.020
0.001	0.023
0.005	0.023
0.005	0.025
0.001	0.023
-0.003	0.023
-0.003	0.018
0.001	0.023
0.003	0.023
0.001	0.025
0.001	0.025
-0.003	0.023
-0.003	0.019
0.001	0.019
0.003	0.023
0.003	0.024
0.001	0.025
-0.003	0.023
-0.002	0.020
-0.000	0.020
-0.000	0.023
0.003	0.024
-0.000	0.024
0.001	0.023
-0.003	0.019
0.001	0.020
0.001	0.025
0.002	0.025
0.002	0.023
0.001	0.023
-0.003	0.020
0.001	0.020
0.001	0.023
0.002	0.024
0.001	0.024
0.001	0.023
-0.003	0.023
-0.000	0.021
-0.000	0.021
0.002	0.023
0.003	0.023
0.001	0.023
0.001	0.020
-0.003	0.023
-0.000	0.023
0.001	0.024
0.002	0.024
0.002	0.023
0.001	0.020
-0.003	0.019
-0.003	0.019
0.001	0.023
0.003	0.024
0.002	0.023
0.001	0.021
0.001	0.019
-0.003	0.018
-0.000	0.023
0.003	0.023
0.003	0.024
0.001	0.023
-0.003	0.023
-0.003	0.019
0.001	0.020
0.002	0.023
0.002	0.026
0.001	0.025
0.002	0.023
-0.003	0.023
-0.000	0.019
0.001	0.023
0.003	0.023
0.005	0.026
0.001	0.023
-0.003	0.023
-0.003	0.018
0.001	0.019
0.001	0.023
0.003	0.026
0.001	0.024
0.001	0.023
-0.002	0.023
-0.003	0.018
0.001	0.023
-0.000	0.026
0.005	0.024
0.001	0.023
0.001	0.020
-0.004	0.019
-0.003	0.023
0.001	0.021
0.002	0.025
0.002	0.023
0.001	0.023
-0.003	0.020
-0.003	0.023
0.001	0.023
0.005	0.025
0.002	0.023
0.001	0.023
0.001	0.018
-0.004	0.023
-0.000	0.023
0.001	0.023
0.003	0.024
0.001	0.023
0.001	0.020
-0.003	0.019
-0.003	0.023
0.001	0.024
0.002	0.024
0.002	0.024
0.001	0.023
-0.003	0.020
0.001	0.019
0.001	0.025
0.002	0.024
0.001	0.024
-0.003	0.023
-0.003	0.020
0.001	0.021
0.002	0.023
0.005	0.025
0.002	0.021
0.001	0.023
-0.003	0.020
-0.003	0.018
0.001	0.023
-0.000	0.026
0.002	0.024
-0.000	0.023
0.001	0.019
-0.003	0.019
0.001	0.023
-0.000	0.024
0.002	0.023
0.001	0.023
0.001	0.020
-0.003	0.020
0.001	0.023
-0.000	0.025
0.002	0.026
0.001	0.023
0.001	0.020
-0.003	0.020
0.001	0.023
0.005	0.023
0.001	0.024
0.001	0.026
0.001	0.023
-0.003	0.020
0.001	0.020
0.001	0.023
0.002	0.025
0.003	0.023
0.001	0.018
-0.003	0.020
-0.003	0.021
0.001	0.024
0.003	0.025
0.003	0.023
0.001	0.023
0.001	0.020
-0.002	0.020
-0.000	0.023
0.003	0.023
0.003	0.024
0.001	0.025
0.001	0.023
-0.003	0.020
0.001	0.020
0.001	0.023
0.003	0.024
0.001	0.026
0.001	0.023
-0.003	0.023
-0.000	0.019
-0.000	0.023
0.003	0.023
-0.000	0.024
0.001	0.021
-0.003	0.021
-0.003	0.020
0.001	0.019
-0.000	0.023
0.005	0.024
-0.000	0.024
0.002	0.023
-0.003	0.020
0.001	0.018
-0.000	0.023
0.005	0.024
0.001	0.025
0.001	0.021
-0.003	0.020
0.001	0.018
0.001	0.023
0.003	0.024
0.002	0.023
0.001	0.023
0.002	0.019
-0.002	0.023
0.001	0.023
0.001	0.024
0.003	0.024
0.001	0.023
0.001	0.020
-0.003	0.019
0.001	0.021
0.002	0.023
0.003	0.024
0.001	0.023
-0.003	0.023
-0.003	0.020
0.001	0.023
0.001	0.024
0.003	0.025
0.001	0.023
-0.000	0.020
-0.003	0.019
-0.003	0.021
0.001	0.021
0.001	0.024
0.001	0.025
0.001	0.023
-0.003	0.018
0.002	0.020
0.005	0.023
0.002	0.024
0.001	0.026
-0.003	0.023
-0.003	0.020
0.002	0.019
0.003	0.023
0.003	0.025
0.001	0.024
0.001	0.023
-0.003	0.020
0.001	0.020
-0.000	0.021
0.005	0.024
0.002	0.023
0.001	0.023
0.001	0.020
-0.003	0.018
0.001	0.021
0.001	0.025
0.003	0.025
0.002	0.023
-0.000	0.019
-0.002	0.021
0.001	0.023
0.001	0.025
0.002	0.024
0.001	0.023
0.001	0.018
-0.003	0.018
0.001	0.023
0.003	0.023
0.005	0.025
0.001	0.025
-0.003	0.023
-0.003	0.020
-0.000	0.020
0.001	0.023
0.005	0.025
0.001	0.024
0.001	0.023
-0.003	0.019
0.001	0.019
0.003	0.021
0.003	0.025
0.002	0.023
0.001	0.023
0.001	0.019
-0.003	0.019
0.001	0.021
0.001	0.025
0.002	0.025
-0.000	0.023
0.001	0.018
-0.003	0.019
-0.003	0.021
0.001	0.024
0.003	0.023
0.003	0.023
0.001	0.023
-0.003	0.020
-0.003	0.021
0.001	0.023
0.003	0.026
0.002	0.023
0.001	0.023
0.001	0.020
-0.003	0.020
0.001	0.023
0.001	0.024
0.002	0.023
0.001	0.023
0.001	0.019
-0.003	0.020
-0.000	0.023
0.001	0.025
0.002	0.023
0.002	0.023
0.001	0.019
-0.003	0.023
0.001	0.023
-0.000	0.025
0.002	0.024
-0.000	0.023
0.001	0.020
-0.002	0.020
0.001	0.021
0.001	0.026
0.003	0.025
0.003	0.023
0.001	0.019
-0.003	0.019
-0.003	0.021
0.001	0.023
0.003	0.025
0.003	0.024
-0.000	0.023
0.001	0.020
-0.003	0.018
0.001	0.023
-0.000	0.025
0.002	0.024
0.002	0.023
0.002	0.023
-0.003	0.019
-0.003	0.019
-0.000	0.023
-0.000	0.024
0.002	0.025
0.001	0.021
0.001	0.019
-0.003	0.020
-0.003	0.023
0.001	0.023
0.003	0.025
0.002	0.023
0.001	0.023
-0.000	0.019
-0.003	0.021
0.001	0.023
0.002	0.024
0.002	0.024
0.002	0.023
0.001	0.020
-0.003	0.019
-0.003	0.023
0.001	0.025
0.003	0.025
0.005	0.023
0.001	0.023
-0.002	0.020
-0.003	0.021
0.001	0.023
0.001	0.026
0.003	0.026
0.002	0.023
0.001	0.023
-0.003	0.020
-0.003	0.023
0.001	0.023
0.005	0.026
0.003	0.023
-0.000	0.023
-0.003	0.019
0.001	0.019
0.001	0.021
0.003	0.023
0.003	0.024
0.002	0.023
-0.003	0.023
-0.000	0.020
0.001	0.021
0.003	0.023
0.003	0.026
0.001	0.023
-0.003	0.023
-0.003	0.019
0.001	0.018
0.001	0.023
0.003	0.025
0.001	0.026
-0.003	0.021
-0.003	0.019
0.001	0.020
0.001	0.023
0.002	0.023
0.001	0.025
0.001	0.023
0.001	0.020
-0.002	0.020
0.001	0.023
-0.000	0.025
0.003	0.023
0.001	0.023
-0.000	0.020
-0.003	0.023
-0.000	0.023
-0.000	0.024
0.003	0.025
0.001	0.023
-0.003	0.023
-0.003	0.020
-0.000	0.023
0.002	0.023
0.005	0.025
-0.000	0.023
-0.000	0.023
-0.003	0.019
-0.000	0.020
0.003	0.023
0.003	0.024
0.001	0.025
-0.003	0.023
-0.003	0.020
0.001	0.020
0.005	0.023
0.005	0.024
-0.000	0.026
0.001	0.021
-0.003	0.020
-0.003	0.020
-0.000	0.023
0.003	0.024
0.001	0.025
0.001	0.023
-0.003	0.023
0.001	0.020
0.001	0.023
0.002	0.023
-0.000	0.024
0.001	0.023
-0.003	0.023
-0.003	0.020
0.001	0.023
-0.000	0.024
0.003	0.025
0.001	0.023
0.001	0.020
-0.002	0.019
-0.000	0.023
0.001	0.025
0.002	0.023
0.001	0.023
0.001	0.019
-0.003	0.023
0.001	0.021
-0.002	0.024
0.002	0.025
0.001	0.023
0.001	0.023
-0.003	0.020
-0.000	0.019
-0.000	0.023
0.003	0.024
-0.000	0.024
0.001	0.023
-0.003	0.020
0.002	0.020
0.001	0.023
0.003	0.021
0.001	0.024
0.001	0.023
-0.003	0.023
-0.003	0.020
0.001	0.023
0.001	0.025
0.002	0.023
-0.000	0.023
0.001	0.019
-0.003	0.019
0.001	0.023
-0.002	0.024
0.003	0.023
0.001	0.023
0.001	0.020
-0.003	0.023
-0.000	0.023
0.001	0.025
0.005	0.025
0.003	0.023
0.001	0.023
-0.003	0.020
-0.003	0.023
0.001	0.023
0.003	0.024
0.003	0.023
0.001	0.023
-0.003	0.019
-0.003	0.023
0.001	0.023
0.002	0.021
0.001	0.024
0.001	0.023
-0.003	0.023
-0.003	0.019
0.001	0.023
0.003	0.021
0.003	0.025
-0.002	0.023
-0.003	0.023
0.001	0.020
0.001	0.020
0.001	0.023
0.002	0.024
0.001	0.025
0.001	0.023
-0.003	0.023
0.001	0.019
0.001	0.023
0.003	0.023
0.005	0.024
0.001	0.025
0.001	0.023
-0.003	0.019
-0.003	0.023
-0.000	0.023
0.002	0.024
0.001	0.023
0.001	0.021
-0.003	0.023
-0.002	0.023
0.001	0.021
0.002	0.023
0.003	0.024
0.001	0.023
-0.003	0.024
0.006	0.009
3.738	-0.029
5.271	-0.060
6.059	-0.075
6.480	-0.089
6.701	-0.098
6.827	-0.106
6.893	-0.105
6.904	-0.106
6.835	-0.105
6.698	-0.102
6.656	-0.106
6.720	-0.106
6.795	-0.105
6.833	-0.105
6.875	-0.102
6.911	-0.105
6.942	-0.106
6.983	-0.108
7.011	-0.110
7.045	-0.108
7.071	-0.106
7.263	-0.111
7.340	-0.113
7.369	-0.117
7.389	-0.117
7.393	-0.115
7.376	-0.115
7.410	-0.112
7.420	-0.115
7.434	-0.120
7.492	-0.120
7.488	-0.120
7.338	-0.115
7.378	-0.112
7.380	-0.111
7.396	-0.115
7.427	-0.118
7.485	-0.118
7.510	-0.115
7.520	-0.111
7.446	-0.111
7.438	-0.111
7.389	-0.115
7.364	-0.111
7.342	-0.101
7.333	3.262
7.366	3.265
7.403	3.263
7.467	3.259
7.389	3.257
7.338	3.257
7.281	3.263
7.282	3.262
7.266	3.266
7.305	3.263
7.369	3.258
7.345	3.262
7.412	3.259
7.424	3.263
7.462	3.262
7.415	3.261
7.418	3.257
7.384	3.257
7.334	3.261
7.337	3.261
7.354	3.265
7.396	3.259
7.390	3.259
7.368	3.258
7.309	3.263
7.291	3.263
7.267	3.266
7.259	3.262
7.277	3.263
7.072	3.262
6.921	3.267
6.897	3.268
6.863	3.272
6.835	3.272
6.897	3.268
7.168	3.262
7.297	3.262
7.364	3.262
7.348	3.263
7.094	3.267
7.054	3.266
7.179	3.265
7.295	3.259
7.345	3.263
7.356	3.263
7.301	3.266
7.030	3.266
7.086	3.266
6.950	3.265
6.865	3.267
6.928	3.268
7.133	3.268
7.221	3.267
7.276	3.265
7.292	3.263
7.325	3.259
7.305	3.263
7.341	3.263
7.337	3.265
7.329	3.262
7.313	3.263
7.323	3.258
7.292	3.258
7.315	3.263
7.304	3.266
7.259	3.266
7.169	3.266
6.960	3.267
6.844	-0.084
6.774	-0.101
6.916	-0.105
7.057	-0.105
7.033	-0.108
6.758	-0.105
6.725	-0.108
6.687	-0.102
6.755	-0.105
6.774	-0.101
6.796	-0.102
6.670	-0.106
6.660	-0.106
6.681	-0.106
6.661	-0.103
6.619	-0.098
6.637	-0.099
6.865	-0.106
6.776	-0.106
6.767	-0.108
6.879	-0.106
6.978	-0.110
7.058	-0.108
7.165	-0.110
7.175	-0.111
7.175	-0.115
7.143	-0.115
7.129	-0.110
7.151	-0.110
7.142	-0.110
7.124	-0.110
7.155	-0.112
7.115	-0.115
7.135	-0.110
7.169	-0.107
7.170	3.146
7.187	3.265
7.189	3.265
7.107	3.262
7.084	3.266
7.151	3.265
7.152	3.267
7.182	3.265
7.206	3.263
7.199	3.259
7.203	3.262
7.215	3.263
7.197	3.267
7.188	3.267
7.159	3.265
7.048	3.263
6.218	3.270
6.497	3.273
6.732	3.276
6.846	3.272
6.879	3.267
6.885	3.267
6.894	3.268
6.908	3.270
6.911	3.272
6.913	3.271
6.905	3.268
6.893	3.270
6.880	3.266
6.885	3.270
6.860	3.268
6.895	3.272
6.899	3.268
6.903	-0.099
6.865	-0.108
6.827	-0.106
6.783	-0.105
6.743	-0.101
6.695	-0.102
6.681	-0.105
6.681	-0.107
6.692	-0.106
6.720	-0.105
6.739	-0.102
6.790	-0.106
6.818	-0.106
6.841	-0.110
6.838	-0.110
6.834	-0.106
6.832	-0.102
6.832	-0.103
6.837	-0.106
6.829	-0.108
6.805	-0.106
6.804	-0.099
6.814	3.273
6.830	3.273
6.824	3.272
6.813	3.270
6.782	3.267
6.717	3.270
6.727	3.272
6.734	3.273
6.760	3.271
6.736	3.272
6.706	3.268
6.671	3.268
6.659	3.272
6.636	3.276
6.676	3.272
6.690	3.272
6.734	3.268
6.774	3.267
6.796	3.267
6.833	3.268
6.894	3.272
6.886	3.272
6.871	3.268
6.846	3.270
6.860	3.267
6.869	-0.103
6.888	-0.106
6.874	-0.105
6.869	-0.108
6.902	-0.107
6.903	-0.111
6.914	-0.110
6.931	-0.108
6.987	-0.106
7.014	-0.107
7.058	-0.110
7.025	-0.115
6.949	-0.112
6.936	-0.108
6.916	-0.107
6.813	-0.102
6.754	-0.103
6.732	-0.099
6.666	3.268
6.688	3.271
6.737	3.271
6.776	3.273
6.732	3.272
6.748	3.270
6.772	3.267
6.750	3.272
6.550	3.273
6.310	3.280
6.071	3.280
5.591	3.284
6.012	3.280
6.279	3.279
6.400	3.280
6.456	3.279
6.473	3.276
6.507	3.276
6.505	3.272
6.503	3.275
6.489	3.276
6.492	0.028
6.519	-0.094
6.521	-0.102
6.510	-0.103
6.484	-0.103
6.485	-0.101
6.483	-0.097
6.499	-0.097
6.511	-0.101
6.519	-0.105
6.533	-0.103
6.519	-0.099
6.515	-0.099
6.497	-0.096
6.491	-0.098
6.478	-0.099
6.459	3.263
6.469	3.276
6.474	3.280
6.470	3.279
6.463	3.277
6.452	3.273
6.442	3.273
6.445	3.277
6.538	3.275
6.651	3.276
6.655	3.272
6.687	3.272
6.722	3.268
6.755	3.268
6.707	3.272
6.646	3.276
6.478	3.276
6.261	3.279
6.100	3.277
5.864	3.280
5.658	-0.082
5.751	-0.084
5.746	-0.084
5.717	-0.085
5.679	-0.085
5.631	-0.088
5.649	-0.084
5.645	-0.084
5.638	-0.080
5.640	-0.084
5.642	-0.084
5.645	-0.083
5.653	-0.087
5.754	-0.085
5.819	3.282
5.875	3.290
5.899	3.287
5.933	3.282
5.942	3.282
5.973	3.284
6.079	3.284
6.169	3.285
6.146	3.282
6.166	3.281
6.161	3.276
6.165	3.280
6.198	3.280
6.169	3.285
6.205	3.280
6.236	3.280
6.281	3.277
6.298	3.276
6.319	-0.094
6.309	-0.096
6.273	-0.093
6.274	-0.097
6.293	-0.097
6.267	-0.099
6.228	-0.096
6.146	-0.094
6.179	-0.091
6.204	-0.096
6.268	-0.094
6.347	-0.099
6.407	-0.094
6.445	3.276
6.478	3.279
6.468	3.279
6.456	3.277
6.459	3.272
6.488	3.272
6.492	3.275
6.580	3.275
6.589	3.279
6.661	3.272
6.670	3.270
6.629	3.271
6.618	3.273
6.647	3.272
6.685	3.276
6.669	3.273
6.698	-0.099
6.731	-0.106
6.614	-0.106
6.489	-0.101
6.442	-0.096
6.497	-0.097
6.487	-0.099
6.437	-0.101
6.090	-0.089
5.204	-0.080
5.649	-0.080
5.861	-0.079
5.973	3.287
6.011	3.284
6.044	3.280
6.059	3.280
6.035	3.284
6.026	3.286
5.997	3.286
5.978	3.284
6.004	3.284
6.002	3.280
6.011	3.284
6.029	3.284
6.137	3.285
6.161	3.280
6.129	3.280
6.139	-0.092
6.097	-0.092
6.050	-0.092
5.994	-0.088
6.063	-0.088
6.085	-0.093
6.107	-0.096
6.185	-0.097
6.199	-0.094
6.216	-0.091
6.273	-0.089
6.344	3.270
6.405	3.277
6.419	3.273
6.427	3.279
6.484	3.277
6.517	3.279
6.535	3.275
6.569	3.276
6.558	3.272
6.431	3.272
6.310	3.279
6.260	3.281
6.054	3.284
4.973	3.293
5.367	3.289
5.561	-0.083
5.737	-0.085
5.816	-0.085
5.862	-0.088
5.894	-0.092
5.914	-0.091
5.984	-0.093
6.023	-0.091
5.994	-0.088
5.956	-0.085
5.967	3.284
5.950	3.282
5.943	3.281
5.969	3.284
5.998	3.286
6.035	3.286
6.030	3.284
6.029	3.282
6.029	3.281
6.004	3.284
6.003	3.284
6.032	3.284
6.046	3.286
5.959	3.284
5.915	-0.088
6.003	-0.092
6.091	-0.094
6.128	-0.092
6.132	-0.089
6.115	-0.089
6.006	-0.092
5.978	-0.094
5.985	-0.093
5.999	-0.085
5.984	3.287
6.074	3.285
6.064	3.284
6.018	3.285
5.942	3.281
5.843	3.286
5.631	3.287
4.869	3.298
5.269	3.296
5.504	3.293
5.588	3.287
5.509	3.287
5.420	3.293
5.439	-0.075
5.432	-0.078
5.401	-0.080
5.364	-0.083
5.358	-0.082
5.343	-0.079
5.373	-0.074
5.429	-0.077
5.564	-0.077
5.741	-0.033
5.751	3.286
5.633	3.286
5.658	3.289
5.763	3.291
5.757	3.291
5.789	3.287
5.788	3.284
5.824	3.284
5.868	3.286
5.850	3.289
5.933	3.287
5.943	3.286
5.883	-0.085
5.866	-0.091
5.917	-0.089
5.721	-0.082
5.537	-0.080
5.638	-0.084
5.647	-0.084
5.780	-0.089
5.918	-0.088
6.039	-0.078
6.044	3.286
6.085	3.282
6.093	3.282
6.114	3.280
6.002	3.284
4.760	3.296
5.251	3.298
5.455	3.295
5.575	3.293
5.626	3.287
5.658	3.287
5.696	-0.064
5.684	-0.080
5.631	-0.080
5.597	-0.083
5.611	-0.082
5.658	-0.088
5.689	-0.085
5.709	-0.084
5.724	-0.082
5.707	-0.079
5.707	3.287
5.705	3.285
5.698	3.289
5.703	3.289
5.693	3.293
5.684	3.287
5.685	3.287
5.718	3.284
5.785	3.287
5.858	3.287
5.867	3.289
5.887	-0.085
5.933	-0.089
5.978	-0.089
6.008	-0.092
6.079	-0.091
6.170	-0.094
6.157	-0.089
6.123	-0.089
6.031	-0.089
5.988	3.280
6.034	3.282
6.062	3.284
6.107	3.286
5.871	3.286
4.477	3.298
4.858	3.298
5.186	3.298
5.351	3.296
5.453	3.294
5.494	3.295
5.535	-0.073
5.568	-0.082
5.581	-0.085
5.564	-0.085
5.540	-0.079
5.587	-0.080
5.589	-0.082
5.581	-0.082
5.550	-0.084
5.546	3.287
5.553	3.290
5.545	3.294
5.573	3.293
5.677	3.290
5.794	3.286
5.798	3.284
5.849	3.286
5.829	3.289
5.698	3.291
5.433	3.294
4.593	-0.069
4.741	-0.073
4.799	-0.070
4.800	-0.070
4.823	-0.065
4.835	-0.065
4.825	-0.069
4.814	-0.069
4.956	-0.065
5.007	3.300
5.096	3.303
5.141	3.298
5.161	3.298
5.224	3.293
5.290	3.293
5.332	3.294
5.362	3.295
5.387	3.296
5.423	3.294
5.420	-0.075
5.438	-0.080
5.423	-0.084
5.442	-0.079
5.424	-0.078
5.430	-0.080
5.430	-0.079
5.469	-0.082
5.494	3.280
5.525	3.291
5.564	3.291
5.617	3.290
5.672	3.290
5.774	3.289
5.827	3.284
5.901	3.286
5.904	3.285
5.969	3.287
5.998	3.284
6.029	-0.089
5.998	-0.094
5.890	-0.092
5.864	-0.089
5.880	-0.088
5.709	-0.077
4.515	-0.069
4.937	-0.065
5.135	3.296
5.229	3.296
5.261	3.298
5.297	3.298
5.336	3.294
5.393	3.291
5.378	3.290
5.340	3.294
5.321	3.294
5.378	3.298
5.387	-0.078
5.382	-0.079
5.407	-0.082
5.397	-0.082
5.420	-0.080
5.494	-0.080
5.518	-0.078
5.582	-0.075
5.682	3.289
5.749	3.286
5.812	3.286
5.869	3.287
5.922	3.287
5.943	3.287
5.932	3.284
5.813	3.286
5.060	3.293
4.844	3.300
4.895	-0.070
5.063	-0.070
5.161	-0.071
5.204	-0.075
5.260	-0.080
5.271	-0.078
5.182	-0.074
5.186	3.296
5.211	3.299
5.234	3.296
5.237	3.298
5.279	3.293
5.309	3.293
5.336	3.295
5.368	3.298
5.396	3.296
5.341	3.294
5.307	-0.080
5.402	-0.080
5.472	-0.080
5.486	-0.078
5.455	-0.080
5.430	-0.080
5.451	-0.082
5.456	3.289
5.549	3.291
5.547	3.295
5.479	3.296
5.343	3.293
5.206	3.301
4.501	3.300
4.833	3.299
4.953	3.300
4.956	3.303
4.841	-0.065
4.818	-0.070
4.803	-0.071
4.804	-0.070
4.819	-0.069
4.830	-0.065
4.981	-0.069
5.119	3.298
5.059	3.296
5.136	3.295
5.190	3.298
5.108	3.303
5.228	3.296
5.271	3.298
5.270	3.293
5.297	3.291
5.304	-0.074
5.177	-0.073
5.177	-0.071
5.189	-0.077
5.330	-0.080
5.469	-0.083
5.550	-0.080
5.606	-0.066
5.625	3.293
5.733	3.289
5.703	3.287
5.475	3.294
4.431	3.304
4.780	3.305
4.947	3.304
5.027	3.300
5.064	3.296
5.079	-0.075
5.028	-0.074
5.033	-0.074
5.064	-0.070
5.098	-0.071
5.130	-0.074
5.147	-0.074
5.145	3.298
5.135	3.298
5.134	3.300
5.147	3.300
5.130	3.298
5.119	3.295
5.191	3.293
5.281	3.296
5.322	3.296
5.391	-0.074
5.457	-0.080
5.500	-0.084
5.617	-0.085
5.695	-0.085
5.686	-0.084
5.658	-0.078
5.597	3.289
5.662	3.290
5.699	3.286
5.465	3.299
4.048	3.310
4.533	3.309
4.752	3.308
4.892	3.303
4.982	3.300
5.057	-0.075
5.085	-0.074
5.078	-0.073
5.065	-0.070
5.078	-0.074
5.054	-0.071
5.037	-0.070
5.038	3.296
5.060	3.299
5.069	3.301
5.180	3.303
5.275	3.298
5.364	3.293
5.350	3.291
5.225	3.296
4.828	3.309
4.287	-0.059
4.324	-0.061
4.323	-0.060
4.327	-0.064
4.326	-0.059
4.272	-0.059
4.410	3.312
4.524	3.309
4.617	3.309
4.706	3.304
4.762	3.307
4.816	3.304
4.864	3.307
4.881	3.305
4.849	3.304
4.898	-0.071
4.937	-0.074
4.930	-0.070
4.934	-0.068
4.940	-0.069
4.967	-0.071
4.998	-0.069
5.056	3.298
5.098	3.298
5.159	3.301
5.238	3.298
5.330	3.296
5.456	3.293
5.475	3.293
5.573	3.291
5.620	-0.075
5.647	-0.084
5.555	-0.083
5.577	-0.085
5.526	-0.080
3.897	-0.064
4.425	-0.059
4.659	3.309
4.786	3.304
4.867	3.304
4.935	3.300
4.951	3.298
4.920	3.301
4.889	3.304
4.934	3.304
4.929	-0.069
4.910	-0.074
4.945	-0.071
4.956	-0.073
5.026	-0.070
5.063	-0.071
5.110	-0.066
5.214	3.295
5.313	3.298
5.404	3.294
5.486	3.296
5.521	3.296
5.502	3.293
5.340	3.293
4.165	3.304
4.394	-0.061
4.612	-0.065
4.714	-0.064
4.757	-0.068
4.836	-0.069
4.821	-0.070
4.791	3.304
4.776	3.304
4.828	3.309
4.856	3.307
4.898	3.304
4.931	3.299
4.949	3.298
4.980	3.300
4.895	-0.063
4.947	-0.069
5.042	-0.074
5.047	-0.075
5.031	-0.075
5.047	-0.071
5.093	-0.065
5.173	3.300
5.239	3.298
5.187	3.298
5.042	3.298
3.870	3.309
4.327	3.310
4.508	3.310
4.557	3.307
4.505	-0.063
4.450	-0.065
4.441	-0.061
4.394	-0.063
4.599	-0.060
4.711	-0.059
4.739	3.305
4.747	3.303
4.813	3.303
4.784	3.304
4.793	3.308
4.776	3.307
4.853	3.303
4.874	3.299
4.869	-0.070
4.807	-0.070
4.741	-0.065
4.915	-0.068
5.051	-0.071
5.140	-0.071
5.163	3.295
5.270	3.298
5.303	3.298
5.129	3.312
4.063	3.312
4.375	3.310
4.532	3.305
4.589	3.307
4.626	-0.064
4.588	-0.061
4.604	-0.065
4.654	-0.065
4.706	-0.070
4.735	-0.069
4.753	3.304
4.762	3.307
4.762	3.308
4.781	3.304
4.762	3.303
4.800	3.298
4.884	3.300
4.937	3.301
5.015	-0.069
5.093	-0.074
5.173	-0.074
5.320	-0.079
5.348	-0.078
5.340	-0.071
5.302	3.298
5.383	3.294
5.350	3.293
4.445	3.301
3.904	3.313
4.322	3.310
4.500	3.310
4.601	3.308
4.671	-0.069
4.701	-0.070
4.686	-0.068
4.711	-0.068
4.706	-0.063
4.688	-0.059
4.682	3.307
4.674	3.303
4.719	3.307
4.865	3.304
4.966	3.307
5.021	3.300
4.933	3.300
3.775	-0.057
3.941	-0.059
3.973	-0.055
3.988	-0.051
3.976	-0.050
3.936	-0.051
4.100	3.314
4.196	3.312
4.254	3.313
4.343	3.312
4.383	3.313
4.461	3.309
4.473	3.308
4.482	3.304
4.543	-0.065
4.513	-0.065
4.553	-0.064
4.578	-0.061
4.594	-0.065
4.646	-0.061
4.696	3.303
4.718	3.307
4.784	3.304
4.914	3.303
5.032	3.305
5.098	3.303
5.215	3.296
5.295	-0.075
5.330	-0.080
5.284	-0.078
5.306	-0.075
4.784	-0.056
3.937	-0.055
4.233	3.309
4.397	3.308
4.531	3.309
4.564	3.312
4.607	3.308
4.543	3.308
4.532	3.304
4.562	-0.051
4.599	-0.065
4.649	-0.061
4.657	-0.064
4.711	-0.068
4.735	-0.066
4.814	3.300
4.939	3.303
5.041	3.301
5.136	3.300
5.190	3.298
5.139	3.298
5.035	3.298
3.829	-0.031
4.142	-0.059
4.265	-0.055
4.355	-0.057
4.436	-0.060
4.430	-0.059
4.401	3.308
4.405	3.310
4.420	3.312
4.452	3.313
4.481	3.313
4.529	3.309
4.599	3.304
4.553	-0.059
4.607	-0.065
4.719	-0.066
4.723	-0.065
4.696	-0.066
4.741	-0.066
4.808	3.300
4.919	3.303
4.895	3.304
4.798	3.307
3.618	3.314
4.002	3.317
4.161	3.310
4.164	-0.055
4.103	-0.054
4.080	-0.054
4.094	-0.055
4.104	-0.059
4.262	-0.055
4.153	3.314
4.355	3.313
4.441	3.314
4.471	3.313
4.461	3.309
4.550	3.305
4.604	3.304
4.608	-0.065
4.561	-0.065
4.578	-0.061
4.704	-0.068
4.818	-0.068
4.896	3.291
4.991	3.303
5.032	3.301
4.949	3.310
3.741	3.319
4.047	3.315
4.197	3.310
4.271	0.005
4.277	-0.059
4.261	-0.055
4.287	-0.057
4.346	-0.061
4.373	-0.063
4.417	3.307
4.450	3.309
4.468	3.313
4.478	3.313
4.467	3.309
4.523	3.309
4.602	3.304
4.688	-0.065
4.797	-0.065
4.898	-0.066
5.061	-0.073
5.092	-0.075
5.097	-0.068
5.112	3.299
5.175	3.300
4.734	3.310
3.483	3.317
3.962	3.313
4.163	3.310
4.270	3.312
4.352	-0.057
4.382	-0.057
4.393	-0.061
4.419	-0.061
4.387	-0.061
4.373	3.308
4.415	3.310
4.457	3.310
4.589	3.310
4.691	3.307
4.725	3.305
4.635	3.303
3.580	-0.054
3.699	-0.051
3.725	-0.047
3.799	-0.050
3.818	-0.054
3.941	3.309
3.997	3.317
4.051	3.319
4.089	3.319
4.109	3.317
4.172	3.313
4.191	3.312
