vr	encoder
1.603	3.359
1.421	3.364
1.570	3.361
1.627	-0.007
1.831	-0.014
2.070	-0.017
2.237	3.348
2.380	3.351
1.148	3.361
1.298	0.007
1.341	-0.008
1.378	-0.008
1.444	3.355
1.524	3.359
1.638	3.360
1.729	3.360
1.884	-0.013
2.185	-0.017
2.415	-0.019
2.568	3.341
1.159	3.354
1.456	3.360
1.528	-0.007
1.559	-0.009
1.599	-0.010
1.645	3.355
1.944	3.354
2.018	3.357
2.035	3.351
1.476	-0.010
1.492	-0.013
1.438	-0.003
1.434	3.360
1.411	3.365
1.419	3.364
1.400	-0.004
1.452	-0.007
1.538	-0.010
1.636	3.357
1.747	3.360
1.995	3.356
2.262	3.350
2.478	-0.019
2.679	-0.028
1.331	3.340
1.495	3.357
1.554	3.360
1.616	3.360
1.667	-0.008
1.710	-0.012
1.767	-0.013
1.957	3.350
2.112	3.351
2.248	3.348
1.714	0.016
1.233	-0.008
1.307	-0.004
1.322	3.355
1.350	3.359
1.410	3.361
1.501	3.364
1.596	-0.003
1.672	-0.008
1.832	-0.010
1.951	3.350
1.961	3.350
1.416	3.359
1.377	-0.001
1.360	-0.007
1.368	-0.004
1.551	3.354
1.584	3.359
1.463	3.361
1.610	3.360
1.681	-0.009
1.937	-0.017
2.149	3.338
2.269	3.348
1.452	3.357
1.237	3.362
1.316	-0.001
1.349	-0.004
1.397	-0.004
1.471	3.355
1.562	3.357
1.676	3.360
1.756	0.007
2.007	-0.013
2.254	-0.018
2.465	3.341
2.612	3.347
1.340	3.354
1.490	3.360
1.524	-0.005
1.571	-0.008
1.604	-0.009
1.783	3.351
1.972	3.354
2.032	3.355
1.962	-0.007
1.482	-0.009
1.467	-0.007
1.429	3.354
1.417	3.360
1.396	3.362
1.411	3.360
1.412	-0.004
1.473	-0.009
1.569	-0.007
1.653	3.356
1.827	3.356
2.094	3.355
2.392	-0.017
2.550	-0.023
2.059	-0.018
1.416	3.354
1.519	3.357
1.575	3.360
1.624	3.361
1.676	-0.009
1.715	-0.014
1.826	3.343
2.008	3.352
2.176	3.354
2.283	3.352
1.065	-0.008
1.281	-0.007
1.307	-0.007
1.326	3.360
1.366	3.360
1.436	3.364
1.529	-0.000
1.620	-0.008
1.711	-0.013
1.946	3.350
1.958	3.354
1.620	3.360
1.422	3.361
1.360	-0.005
1.350	-0.008
1.458	0.007
1.570	3.360
1.443	3.361
1.509	3.364
1.590	-0.007
1.758	-0.010
2.047	-0.017
2.204	3.347
2.357	3.348
1.086	3.360
1.274	3.364
1.324	-0.004
1.358	-0.004
1.422	3.354
1.499	3.360
1.611	3.360
1.697	3.361
1.825	-0.010
2.139	-0.014
2.367	-0.019
2.528	3.345
1.386	3.356
1.438	3.360
1.513	0.001
1.543	-0.009
1.583	-0.010
1.624	3.357
1.916	3.355
1.996	3.357
2.005	3.357
1.454	-0.010
1.471	-0.012
1.414	-0.008
1.415	3.360
1.393	3.364
1.403	3.365
1.387	-0.001
1.436	-0.008
1.509	-0.009
1.611	3.357
1.716	3.360
1.974	3.357
2.247	3.354
2.465	-0.021
2.662	-0.024
1.321	0.048
1.489	3.357
1.543	3.357
1.597	3.361
1.646	-0.008
1.686	-0.010
1.743	-0.013
1.935	3.354
2.091	3.354
2.238	3.354
2.065	0.007
1.224	-0.007
1.294	-0.008
1.314	3.357
1.342	3.360
1.403	3.365
1.489	3.364
1.580	-0.007
1.655	-0.013
1.822	-0.010
1.935	3.354
1.952	3.357
1.410	3.361
1.363	-0.004
1.345	-0.004
1.338	-0.008
1.528	3.359
1.569	3.360
1.445	3.362
1.584	3.359
1.669	-0.009
1.923	-0.015
2.136	3.343
2.269	3.348
0.790	3.360
1.230	3.364
1.305	-0.004
1.337	-0.007
1.387	-0.007
1.461	3.359
1.556	3.359
1.652	3.361
1.732	0.001
1.998	-0.014
2.246	-0.021
2.446	3.347
2.618	3.347
1.341	3.359
1.478	3.360
1.522	-0.007
1.561	-0.013
1.599	-0.007
1.806	3.354
1.968	3.354
2.012	3.356
1.910	-0.007
1.457	-0.008
1.436	-0.012
1.407	3.359
1.397	3.360
1.388	3.365
1.380	3.364
1.403	-0.005
1.464	-0.009
1.573	0.018
1.655	3.359
1.845	3.360
2.115	3.351
2.394	-0.017
2.551	-0.027
1.126	-0.014
1.434	3.355
1.524	3.357
1.580	3.360
1.625	0.011
1.674	-0.010
1.716	-0.014
1.853	3.350
2.033	3.352
2.196	3.354
2.269	3.351
1.123	-0.008
1.279	-0.009
1.304	-0.004
1.326	3.360
1.370	3.361
1.447	3.364
1.538	-0.004
1.624	-0.008
1.732	-0.013
1.988	3.350
2.010	3.354
1.349	3.360
1.378	3.361
1.341	-0.004
1.341	-0.008
1.476	3.355
1.574	3.359
1.408	3.360
1.514	3.362
1.594	-0.007
1.790	-0.009
2.035	-0.017
2.201	3.347
2.334	3.350
1.146	3.361
1.279	-0.000
1.319	-0.005
1.355	-0.004
1.422	3.356
1.509	3.360
1.616	3.359
1.692	3.360
1.876	-0.009
2.176	-0.017
2.390	-0.017
2.573	3.341
1.218	3.354
1.452	3.357
1.513	-0.004
1.548	-0.008
1.587	-0.009
1.631	3.352
1.930	3.352
2.002	3.354
1.984	3.355
1.458	-0.007
1.457	-0.009
1.402	3.350
1.403	3.356
1.382	3.360
1.397	3.361
1.386	-0.000
1.442	-0.005
1.533	-0.009
1.620	3.354
1.752	3.357
2.019	3.355
2.265	0.002
2.476	-0.022
2.682	-0.019
1.378	3.350
1.496	3.354
1.562	3.357
1.613	3.357
1.667	-0.007
1.696	-0.008
1.780	-0.008
1.967	3.351
2.129	3.348
2.268	3.354
0.935	-0.004
1.251	-0.007
1.291	-0.008
1.312	3.356
1.344	3.361
1.412	3.362
1.503	3.365
1.598	-0.004
1.680	-0.009
1.887	3.350
1.877	3.350
1.482	3.359
1.419	3.362
1.361	-0.001
1.350	-0.003
1.402	-0.003
1.548	3.359
1.477	3.357
1.467	3.360
1.596	-0.003
1.723	-0.009
2.019	-0.013
2.166	3.347
2.316	3.347
1.000	3.360
1.253	3.360
1.313	-0.003
1.345	-0.004
1.400	0.084
1.475	3.356
1.575	3.357
1.662	3.359
1.780	-0.007
2.098	-0.012
2.320	-0.017
2.500	3.345
2.206	3.350
1.406	3.354
1.500	0.018
1.529	-0.004
1.574	-0.007
1.616	3.357
1.884	3.355
1.977	3.354
1.995	3.354
1.431	-0.007
1.468	-0.005
1.414	-0.007
1.406	3.355
1.382	3.357
1.383	3.361
1.369	-0.000
1.422	-0.003
1.495	-0.007
1.590	3.357
1.691	3.354
1.928	3.352
2.215	3.351
2.448	-0.018
2.640	-0.023
1.281	-0.000
1.468	3.355
1.524	3.354
1.588	3.355
1.644	-0.008
1.692	-0.010
1.743	-0.008
1.921	3.352
2.073	3.351
2.232	3.347
2.189	3.355
1.209	-0.004
1.288	-0.003
1.308	3.360
1.330	3.359
1.386	3.359
1.472	3.361
1.569	-0.007
1.648	-0.005
1.811	-0.008
1.914	3.355
1.940	3.355
1.401	3.355
1.360	-0.004
1.349	-0.004
1.340	-0.000
1.528	3.359
1.570	3.360
1.396	3.359
1.566	3.359
1.691	-0.008
1.940	-0.009
2.139	3.343
2.268	3.350
0.884	3.354
1.220	3.360
1.294	-0.004
1.326	-0.000
1.377	0.001
1.444	3.360
1.540	3.357
1.634	3.359
1.720	-0.007
2.002	-0.010
2.252	-0.018
2.434	3.347
2.611	3.347
1.351	3.354
1.477	3.359
1.514	-0.005
1.561	-0.007
1.599	-0.003
1.814	3.355
1.962	3.351
2.002	3.350
1.868	-0.008
1.457	-0.007
1.430	-0.007
1.400	3.359
1.383	3.357
1.372	3.359
1.361	3.361
1.400	-0.007
1.463	-0.003
1.566	3.350
1.645	3.359
1.851	3.354
2.129	3.348
2.399	-0.017
2.565	-0.019
1.182	-0.012
1.439	3.356
1.520	3.355
1.570	3.360
1.624	0.001
1.676	-0.007
1.718	-0.007
1.867	3.355
2.035	3.354
2.200	3.348
2.251	3.347
1.151	-0.004
1.282	-0.004
1.295	0.010
1.318	3.361
1.361	3.361
1.447	3.359
1.540	-0.009
1.625	-0.008
1.750	-0.007
1.962	3.354
1.999	3.354
1.366	3.359
1.358	0.005
1.342	-0.007
1.345	-0.004
1.492	3.360
1.561	3.360
1.372	3.361
1.518	3.357
1.620	-0.008
1.845	-0.012
2.074	-0.008
2.214	3.348
2.231	3.356
1.172	3.357
1.274	-0.005
1.314	-0.004
1.355	-0.003
1.428	3.361
1.515	3.360
1.617	3.360
1.686	3.359
1.925	-0.014
2.201	-0.018
2.410	3.340
2.577	3.347
1.286	3.355
1.452	3.359
1.498	-0.010
1.543	-0.013
1.585	-0.007
1.720	3.359
1.946	3.357
2.000	3.354
1.933	-0.000
1.448	-0.013
1.431	-0.008
1.396	3.359
1.387	3.362
1.364	3.360
1.377	3.360
1.377	-0.008
1.433	-0.005
1.543	-0.003
1.626	3.360
1.798	3.360
2.068	3.352
2.369	-0.015
2.536	-0.024
1.930	-0.013
1.415	3.354
1.506	3.361
1.561	3.360
1.607	3.359
1.666	-0.013
1.704	-0.014
1.818	3.347
1.999	3.355
2.171	3.355
2.265	3.348
1.080	-0.012
1.270	-0.010
1.285	-0.003
1.316	3.360
1.360	3.360
1.433	3.361
1.522	-0.007
1.610	-0.007
1.716	-0.009
1.965	3.357
1.972	3.351
1.406	3.357
1.386	3.357
1.321	-0.008
1.323	-0.005
1.447	3.354
1.565	3.362
1.424	3.361
1.489	3.360
1.592	-0.010
1.795	-0.013
2.033	-0.013
2.184	3.350
2.320	3.351
1.117	3.360
1.261	0.002
1.300	-0.008
1.341	-0.004
1.411	3.359
1.494	3.362
1.599	3.361
1.673	3.357
1.860	-0.014
2.164	-0.017
2.383	-0.013
2.562	3.348
1.207	3.355
1.440	3.359
1.501	-0.009
1.529	-0.013
1.574	-0.008
1.629	3.359
1.930	3.357
1.998	3.354
1.970	3.354
1.440	-0.013
1.436	-0.008
1.389	3.348
1.387	3.362
1.365	3.365
1.375	3.361
1.363	-0.008
1.422	-0.009
1.518	-0.004
1.606	3.359
1.748	3.360
2.021	3.357
2.274	-0.005
2.474	-0.024
2.670	-0.023
1.370	3.354
1.489	3.357
1.547	3.360
1.603	3.359
1.655	-0.007
1.688	-0.013
1.784	-0.003
1.974	3.354
2.136	3.355
2.265	3.348
0.994	-0.010
1.248	-0.010
1.275	-0.004
1.299	3.360
1.340	3.365
1.412	3.360
1.500	0.011
1.596	-0.010
1.683	-0.009
1.911	3.354
1.932	3.357
1.571	3.360
1.411	3.360
1.345	-0.008
1.323	-0.008
1.414	0.002
1.551	3.359
1.443	3.364
1.468	3.360
1.582	-0.005
1.744	-0.013
2.027	-0.015
2.176	3.350
2.330	3.354
1.048	3.362
1.247	3.361
1.295	-0.005
1.331	-0.008
1.391	3.359
1.480	3.360
1.584	3.361
1.666	3.360
1.811	-0.012
2.134	-0.018
2.364	-0.017
2.523	3.345
1.094	3.357
1.422	3.360
1.494	-0.004
1.522	-0.010
1.562	-0.010
1.615	3.356
1.911	3.355
1.985	3.357
1.982	3.354
1.439	-0.010
1.442	-0.012
1.383	0.001
1.388	3.360
1.361	3.365
1.375	3.361
1.355	-0.003
1.414	-0.008
1.501	-0.009
1.594	3.357
1.716	3.357
1.988	3.357
2.242	3.351
2.457	-0.024
2.675	-0.027
1.342	3.350
1.475	3.359
1.543	3.359
1.594	3.360
1.648	-0.009
1.680	-0.010
1.756	-0.012
1.953	3.354
2.112	3.352
2.259	3.352
1.132	-0.008
1.233	-0.008
1.272	-0.008
1.290	3.360
1.328	3.361
1.401	3.364
1.489	3.360
1.576	-0.007
1.662	-0.010
1.867	3.347
1.851	3.352
1.412	3.360
1.414	3.361
1.336	-0.004
1.332	-0.008
1.379	-0.005
1.534	3.359
1.468	3.360
1.428	3.364
1.571	-0.001
1.715	-0.009
2.007	-0.015
2.153	3.350
2.308	3.350
1.066	3.362
1.265	3.364
1.308	-0.004
1.335	-0.009
1.386	3.347
1.462	3.360
1.566	3.361
1.657	3.361
1.775	-0.008
2.098	-0.014
2.324	-0.021
2.493	3.341
1.738	3.354
1.402	3.357
1.487	0.007
1.514	-0.007
1.552	-0.008
1.601	3.352
1.886	3.351
1.971	3.354
1.982	3.355
1.436	-0.007
1.445	-0.009
1.387	-0.004
1.387	3.356
1.360	3.361
1.372	3.362
1.351	0.001
1.403	-0.004
1.486	-0.007
1.579	3.354
1.694	3.354
1.952	3.355
2.224	3.354
2.446	-0.017
2.663	-0.024
1.316	3.346
1.464	3.355
1.531	3.357
1.585	3.360
1.640	-0.005
1.678	-0.009
1.739	-0.008
1.930	3.350
2.084	3.352
2.242	3.351
1.092	-0.004
1.226	-0.007
1.267	-0.004
1.285	3.356
1.321	3.360
1.391	3.361
1.477	3.365
1.571	-0.004
1.655	-0.008
1.846	3.345
1.844	3.350
1.333	3.352
1.415	3.360
1.345	-0.001
1.330	-0.000
1.349	-0.003
1.522	3.355
1.481	3.359
1.393	3.360
1.561	0.001
1.688	-0.009
1.979	-0.013
2.129	3.347
2.287	3.347
1.039	3.360
1.257	3.360
1.305	-0.001
1.335	-0.004
1.383	0.004
1.453	3.357
1.554	3.360
1.641	3.359
1.752	-0.004
2.078	-0.012
2.297	-0.018
2.489	3.342
2.190	3.354
1.396	3.357
1.480	0.048
1.513	-0.004
1.554	-0.008
1.594	3.356
1.864	3.352
1.956	3.355
1.976	3.354
1.426	-0.007
1.442	-0.008
1.386	-0.004
1.380	3.357
1.355	3.360
1.363	3.362
1.349	0.001
1.405	-0.004
1.482	-0.007
1.574	3.356
1.674	3.356
1.933	3.355
2.215	3.356
2.456	-0.017
2.656	-0.021
1.294	0.267
1.453	3.354
1.513	3.356
1.570	3.360
1.620	-0.004
1.660	-0.007
1.714	-0.008
1.906	3.354
2.061	3.350
2.227	3.351
1.583	0.004
1.202	-0.003
1.253	-0.004
1.270	3.360
1.309	3.359
1.375	3.362
1.462	3.364
1.555	-0.004
1.644	-0.008
1.825	-0.004
1.863	3.351
1.886	3.356
1.405	3.360
1.345	-0.000
1.338	-0.004
1.332	-0.004
1.505	3.357
1.459	3.360
1.375	3.360
1.529	0.010
1.646	-0.007
1.926	-0.013
2.088	3.348
2.241	3.346
0.982	3.360
1.237	3.362
1.288	-0.000
1.322	-0.004
1.372	-0.000
1.444	3.357
1.538	3.360
1.626	3.360
1.733	-0.005
2.054	-0.015
2.276	-0.018
2.472	3.347
2.222	3.354
1.374	3.357
1.471	3.361
1.486	-0.004
1.524	-0.008
1.566	3.354
1.825	3.354
1.930	3.351
1.963	3.354
1.401	-0.009
1.426	-0.004
1.378	-0.003
1.372	3.360
1.355	3.360
1.355	3.362
1.342	0.002
1.400	-0.001
1.477	-0.005
1.566	3.357
1.666	3.355
1.912	3.357
2.203	3.354
2.439	-0.017
2.638	-0.021
1.285	-0.001
1.448	3.357
1.487	3.355
1.534	3.356
1.574	-0.007
1.613	-0.005
1.680	-0.007
1.879	3.354
2.031	3.354
2.190	3.347
1.821	0.007
1.186	-0.003
1.240	-0.000
1.262	3.360
1.298	3.360
1.363	3.360
1.448	3.361
1.540	-0.003
1.635	-0.005
1.818	-0.004
1.890	3.354
1.895	3.354
1.397	3.356
1.335	-0.004
1.326	-0.001
1.321	-0.000
1.477	3.360
1.447	3.360
1.345	3.359
1.485	0.010
1.515	-0.005
1.827	-0.007
2.030	3.355
2.208	3.352
0.962	3.360
1.221	3.357
1.279	-0.007
1.314	-0.004
1.365	0.002
1.434	3.362
1.531	3.359
1.612	3.357
1.718	-0.008
2.040	-0.014
2.265	-0.013
2.460	3.346
2.154	3.354
1.373	3.354
1.458	3.355
1.477	-0.008
1.518	-0.004
1.571	3.351
1.830	3.355
1.935	3.354
1.962	3.351
1.422	-0.009
1.426	-0.005
1.375	-0.001
1.375	3.360
1.352	3.361
1.352	3.359
1.335	-0.003
1.388	-0.007
1.466	-0.004
1.565	3.360
1.660	3.360
1.910	3.355
2.196	3.352
2.441	-0.024
2.632	-0.024
1.281	-0.004
1.457	3.359
1.505	3.360
1.545	3.357
1.588	-0.010
1.627	-0.012
1.695	-0.008
1.882	3.354
2.037	3.355
2.206	3.354
1.892	0.013
1.183	-0.008
1.243	-0.007
1.254	3.360
1.300	3.361
1.369	3.365
1.450	3.361
1.538	-0.007
1.630	-0.013
1.813	-0.008
1.890	3.354
1.906	3.357
1.401	3.364
1.341	-0.004
1.324	-0.004
1.305	-0.008
1.471	3.356
1.430	3.360
1.335	3.365
1.500	0.015
1.485	-0.007
1.800	-0.010
2.021	3.348
2.198	3.350
0.953	3.360
1.224	3.364
1.277	-0.003
1.305	-0.004
1.358	-0.004
1.426	3.360
1.531	3.360
1.622	3.361
1.719	-0.008
2.037	-0.013
2.264	-0.022
2.448	3.345
2.180	3.351
1.366	3.360
1.457	3.361
1.472	-0.007
1.518	-0.010
1.564	3.347
1.821	3.356
1.937	3.355
1.970	3.357
1.397	-0.009
1.422	-0.009
1.377	-0.008
1.369	3.356
1.350	3.361
1.351	3.364
1.341	0.002
1.391	-0.004
1.463	-0.004
1.557	3.355
1.658	3.355
1.909	3.355
2.203	3.355
2.439	-0.017
2.629	-0.023
1.262	-0.008
1.444	3.354
1.498	3.359
1.546	3.360
1.589	-0.004
1.631	-0.009
1.692	-0.008
1.881	3.351
2.038	3.350
2.203	3.352
1.846	0.011
1.187	-0.003
1.238	-0.004
1.254	3.359
1.290	3.359
1.363	3.362
1.454	3.361
1.543	-0.004
1.631	-0.008
1.808	-0.004
1.874	3.351
1.900	3.356
1.402	3.360
1.335	-0.000
1.328	-0.004
1.304	-0.003
1.470	3.355
1.433	3.360
1.358	3.362
1.504	0.013
1.540	-0.007
1.845	-0.010
2.040	3.347
2.218	3.348
0.976	3.356
1.230	3.362
1.284	-0.000
1.310	-0.001
1.360	0.001
1.428	3.360
1.533	3.357
1.620	3.360
1.724	-0.009
2.044	-0.010
2.266	-0.018
2.456	3.346
2.203	3.345
1.372	3.354
1.456	3.357
1.481	-0.004
1.523	-0.007
1.565	3.350
1.830	3.354
1.934	3.352
1.963	3.354
1.431	-0.010
1.428	-0.004
1.373	-0.004
1.368	3.356
1.342	3.359
1.346	3.361
1.336	-0.000
1.391	-0.001
1.463	-0.001
1.560	3.357
1.655	3.359
1.912	3.354
2.201	3.354
2.441	-0.019
2.642	-0.019
1.284	-0.000
1.448	3.356
1.503	3.355
1.546	3.359
1.596	-0.007
1.640	-0.007
1.701	-0.004
1.890	3.354
2.035	3.350
2.209	3.347
1.747	0.006
1.191	-0.005
1.229	-0.000
1.253	3.361
1.288	3.364
1.358	3.360
1.448	3.360
1.542	-0.007
1.631	-0.005
1.817	0.001
1.860	3.355
1.879	3.354
1.386	3.360
1.332	-0.004
1.319	-0.001
1.312	-0.001
1.478	3.361
1.438	3.360
1.352	3.360
1.503	0.005
1.585	-0.008
1.872	-0.008
2.056	3.355
2.234	3.350
0.997	3.357
1.230	3.359
1.277	-0.003
1.313	-0.004
1.361	0.005
1.434	3.360
1.531	3.360
1.616	3.355
1.732	-0.008
2.058	-0.013
2.278	-0.014
2.467	3.348
2.226	3.351
1.370	3.354
1.454	3.354
1.477	-0.008
1.523	-0.004
1.568	3.360
1.839	3.356
1.935	3.355
1.956	3.351
1.435	-0.009
1.428	-0.007
1.369	-0.003
1.369	3.360
1.346	3.360
1.349	3.360
1.332	-0.001
1.388	-0.003
1.471	-0.003
1.564	3.360
1.664	3.359
1.923	3.352
2.198	3.354
2.429	-0.015
2.649	-0.021
1.302	3.343
1.452	3.356
1.481	3.357
1.532	3.359
1.593	-0.008
1.636	-0.007
1.708	-0.007
1.895	3.354
2.042	3.351
2.198	3.351
1.340	0.002
1.197	-0.003
1.239	-0.000
1.265	3.360
1.298	3.361
1.363	3.359
1.450	3.361
1.545	-0.004
1.636	-0.007
1.830	1.835
1.826	3.352
1.307	3.354
1.406	3.356
1.330	-0.005
1.326	-0.000
1.309	-0.000
1.487	3.359
1.442	3.361
1.356	3.360
1.505	0.001
1.594	-0.004
1.896	-0.009
2.077	3.351
2.250	3.350
1.023	3.356
1.229	3.362
1.279	-0.004
1.310	-0.000
1.366	0.007
1.438	3.360
1.536	3.357
1.617	3.360
1.742	-0.008
2.069	-0.012
2.294	-0.014
2.476	3.345
1.706	3.354
1.383	3.354
1.457	0.007
1.486	-0.008
1.528	-0.004
1.571	3.360
1.851	3.355
1.937	3.355
1.956	3.350
1.447	-0.010
1.426	-0.008
1.372	-0.000
1.369	3.361
1.346	3.360
1.351	3.360
1.335	-0.005
1.391	-0.004
1.476	-0.005
1.569	3.360
1.676	3.357
1.938	3.356
2.215	3.348
2.442	-0.019
2.658	-0.024
1.327	3.347
1.457	3.360
1.505	3.359
1.546	3.355
1.599	-0.010
1.643	-0.010
1.719	-0.009
1.910	3.357
2.055	3.354
2.217	3.350
1.179	-0.009
1.209	-0.009
1.243	-0.004
1.267	3.364
1.302	3.365
1.372	3.361
1.457	3.361
1.550	-0.008
1.640	-0.008
1.845	3.347
1.806	3.357
1.246	3.356
1.400	3.360
1.322	-0.008
1.322	-0.008
1.326	-0.003
1.487	3.361
1.411	3.364
1.361	3.361
1.509	-0.003
1.607	-0.010
1.920	-0.012
2.088	3.354
2.266	3.352
1.051	3.360
1.232	3.359
1.277	-0.008
1.312	-0.004
1.370	3.348
1.442	3.361
1.546	3.362
1.632	3.359
1.753	-0.009
2.084	-0.018
2.312	-0.021
2.486	3.346
1.716	3.356
1.389	3.361
1.459	0.006
1.482	-0.008
1.523	-0.010
1.574	3.357
1.868	3.355
1.951	3.359
1.962	3.356
1.448	-0.008
1.420	-0.010
1.369	-0.005
1.369	3.360
1.345	3.361
1.352	3.365
1.340	-0.001
1.388	-0.004
1.478	-0.008
1.575	3.357
1.694	3.359
1.962	3.359
2.227	3.354
2.451	-0.019
2.670	-0.027
1.337	3.343
1.468	3.357
1.519	3.360
1.554	3.362
1.604	-0.008
1.645	-0.009
1.730	-0.012
1.923	3.354
2.075	3.352
2.224	3.355
1.277	-0.007
1.219	-0.007
1.246	-0.007
1.274	3.359
1.314	3.360
1.389	3.365
1.473	3.361
1.560	-0.007
1.648	-0.012
1.853	3.347
1.823	3.354
1.468	3.357
1.402	3.361
1.328	-0.004
1.319	-0.004
1.326	-0.007
1.494	3.357
1.426	3.360
1.379	3.365
1.528	0.001
1.617	-0.008
1.921	-0.013
2.084	3.348
2.275	3.350
1.048	3.360
1.248	3.365
1.295	-0.004
1.330	-0.004
1.383	3.347
1.458	3.356
1.562	3.360
1.644	3.360
1.766	-0.008
2.093	-0.014
2.317	-0.021
2.500	3.343
2.041	3.352
1.387	3.357
1.464	0.010
1.500	-0.008
1.538	-0.007
1.583	3.354
1.876	3.354
1.962	3.354
1.977	3.357
1.467	-0.007
1.438	-0.008
1.374	-0.007
1.379	3.357
1.350	3.360
1.361	3.364
1.350	0.001
1.401	-0.004
1.477	-0.004
1.570	3.355
1.681	3.357
1.952	3.354
2.233	3.355
2.456	-0.018
2.670	-0.024
1.326	3.343
1.468	3.354
1.528	3.359
1.580	3.359
1.626	-0.005
1.667	-0.009
1.734	-0.009
1.924	3.350
2.078	3.352
2.242	3.351
1.132	-0.000
1.228	-0.003
1.253	-0.004
1.279	3.357
1.316	3.360
1.391	3.361
1.481	3.361
1.571	-0.005
1.652	-0.009
1.845	0.023
1.858	3.351
1.886	3.354
1.405	3.360
1.342	-0.001
1.332	-0.003
1.340	-0.007
1.519	3.355
1.498	3.360
1.407	3.360
1.556	0.007
1.652	-0.008
1.933	-0.012
2.102	3.348
2.268	3.347
1.024	3.359
1.225	3.360
1.288	-0.003
1.330	-0.000
1.374	0.001
1.434	3.357
1.547	3.357
1.639	3.359
1.748	-0.004
2.068	-0.013
2.288	-0.018
2.483	3.342
2.287	3.348
1.372	3.357
1.464	3.357
1.503	-0.007
1.538	-0.008
1.576	3.348
1.850	3.351
1.960	3.354
1.990	3.357
1.542	-0.008
1.453	-0.007
1.393	-0.008
1.386	3.356
1.360	3.360
1.365	3.360
1.354	0.011
1.405	-0.004
1.472	-0.005
1.569	3.354
1.658	3.355
1.905	3.355
2.198	3.352
2.441	-0.019
2.629	-0.023
1.270	-0.012
1.458	3.354
1.524	3.359
1.578	3.360
1.620	-0.004
1.673	-0.009
1.724	-0.009
1.900	3.350
2.055	3.352
2.226	3.354
2.175	3.359
1.202	-0.007
1.268	-0.004
1.285	3.356
1.319	3.360
1.382	3.362
1.468	3.365
1.565	-0.004
1.643	-0.009
1.799	-0.010
1.916	3.350
1.976	3.354
1.402	3.360
1.361	-0.000
1.346	-0.005
1.345	-0.004
1.495	3.356
1.524	3.360
1.397	3.360
1.547	3.364
1.608	-0.007
1.841	-0.010
2.084	3.343
2.232	3.347
0.848	3.357
1.246	3.361
1.308	-0.000
1.338	-0.005
1.379	-0.004
1.444	3.360
1.540	3.360
1.631	3.362
1.713	0.006
1.991	-0.013
2.246	-0.021
2.441	3.341
2.621	3.346
1.318	3.360
1.450	3.360
1.490	-0.008
1.528	-0.010
1.566	-0.008
1.770	3.354
1.949	3.354
2.002	3.356
1.929	-0.008
1.463	-0.009
1.419	-0.010
1.391	3.359
1.382	3.360
1.363	3.365
1.366	3.365
1.387	-0.004
1.452	-0.008
1.552	0.004
1.631	3.357
1.831	3.356
2.106	3.356
2.414	-0.018
2.564	-0.022
1.106	-0.018
1.440	3.354
1.513	3.357
1.570	3.361
1.615	0.013
1.676	-0.008
1.709	-0.013
1.844	3.350
2.021	3.352
2.181	3.354
2.265	3.354
1.141	-0.007
1.277	-0.009
1.282	-0.004
1.309	3.360
1.359	3.365
1.445	3.364
1.536	-0.000
1.618	-0.007
1.729	-0.013
1.994	3.350
2.005	3.354
1.523	3.360
1.393	3.361
1.340	-0.004
1.345	-0.004
1.445	3.354
1.555	3.359
1.406	3.361
1.477	3.364
1.564	-0.007
1.743	-0.013
2.000	-0.015
2.163	3.350
2.327	3.355
1.190	3.365
1.293	-0.000
1.330	-0.003
1.368	-0.008
1.428	3.355
1.512	3.360
1.606	3.361
1.686	3.357
1.874	-0.012
2.186	-0.015
2.408	-0.018
2.574	3.345
1.193	3.354
1.433	3.360
1.490	-0.007
1.522	-0.008
1.562	-0.012
1.617	3.357
1.926	3.354
1.999	3.356
1.990	3.354
1.480	-0.010
1.449	-0.012
1.393	0.011
1.397	3.360
1.378	3.365
1.380	3.365
1.375	-0.003
1.424	-0.008
1.519	-0.009
1.613	3.357
1.742	3.360
2.014	3.357
2.269	3.350
2.483	-0.019
2.713	-0.027
1.370	3.352
1.491	3.360
1.556	3.361
1.599	3.359
1.653	-0.010
1.694	-0.014
1.771	-0.008
1.958	3.357
2.112	3.352
2.256	3.350
0.893	-0.007
1.247	-0.010
1.265	-0.005
1.300	3.362
1.340	3.365
1.410	3.361
1.498	3.360
1.587	-0.010
1.672	-0.013
1.870	3.318
1.859	3.355
1.901	3.359
1.436	3.360
1.372	-0.004
1.354	-0.008
1.346	-0.004
1.520	3.359
1.470	3.364
1.397	3.360
1.555	0.004
1.598	-0.010
1.896	-0.012
2.086	3.351
2.257	3.352
0.994	3.360
1.233	3.361
1.294	-0.007
1.335	-0.005
1.391	-0.001
1.461	3.360
1.562	3.360
1.654	3.360
1.748	-0.010
2.047	-0.017
2.278	-0.018
2.466	3.345
2.279	3.351
1.379	3.356
1.463	3.359
1.489	-0.008
1.508	-0.010
1.515	0.013
1.757	3.357
1.890	3.360
1.943	3.356
1.447	-0.008
1.433	-0.010
1.397	-0.005
1.391	3.361
1.386	3.364
1.375	3.360
1.370	3.364
1.407	-0.008
1.472	-0.009
1.579	3.350
1.659	3.360
1.881	3.360
2.156	3.352
2.425	-0.023
2.595	-0.027
1.204	-0.013
1.453	3.355
1.509	3.360
1.536	3.360
1.579	0.004
1.565	-0.010
