vr	liga	encoder
2.167	4.940	-1.366
2.299	4.924	-1.361
0.800	4.922	1.817
1.145	4.924	1.817
1.268	4.927	1.906
1.347	4.922	1.855
1.416	4.929	-1.364
1.472	4.929	-1.364
1.512	4.917	-1.361
1.649	4.917	1.808
1.799	4.929	1.862
1.957	4.922	1.807
1.966	4.927	-1.099
0.879	4.932	-1.366
1.061	4.929	-1.361
1.086	4.922	1.844
1.108	4.924	1.909
1.149	4.917	1.848
1.202	4.922	1.868
1.285	4.922	-1.362
1.373	4.932	-1.366
1.463	4.932	-1.361
1.718	4.927	1.829
1.403	4.917	1.838
1.274	4.922	1.874
1.300	4.919	1.895
1.253	4.929	-1.366
1.254	4.924	-1.364
1.304	4.924	-1.352
1.346	4.922	1.810
1.249	4.922	1.895
1.268	4.919	1.839
1.379	4.929	-1.356
1.509	4.922	-1.364
1.718	4.924	-1.361
1.823	4.934	1.848
1.996	4.924	1.841
0.739	4.924	1.801
1.050	4.927	1.902
1.113	4.924	-1.364
1.125	4.914	-1.362
1.148	4.924	-1.361
1.209	4.932	1.900
1.291	4.919	1.804
1.383	4.919	1.895
1.475	4.922	1.855
1.655	4.922	-1.367
1.925	4.934	-1.362
2.036	4.934	-1.309
2.149	4.922	1.901
1.001	4.919	1.825
1.128	4.922	1.900
1.188	4.922	-1.360
1.274	4.917	-1.365
1.335	4.929	-1.362
1.391	4.929	1.863
1.571	4.917	1.841
1.713	4.924	1.888
1.746	4.927	1.881
1.314	4.927	-1.364
1.253	4.932	-1.366
1.262	4.924	-1.361
1.234	4.932	1.890
1.197	4.929	1.901
1.162	4.929	1.859
1.169	4.917	1.817
1.226	4.922	-1.364
1.274	4.932	-1.364
1.335	4.932	-1.313
1.377	4.922	1.811
1.487	4.924	1.894
1.756	4.922	1.854
1.967	4.924	-1.361
2.167	4.922	-1.361
2.303	4.932	-1.364
0.792	4.929	1.890
1.145	4.924	1.909
1.268	4.922	1.860
1.349	4.929	1.818
1.419	4.929	-1.364
1.472	4.940	-1.364
1.508	4.927	-1.357
1.652	4.929	1.838
1.807	4.924	1.888
1.962	4.917	1.868
1.960	4.927	-1.183
0.899	4.922	-1.362
1.066	4.932	-1.364
1.086	4.934	1.802
1.111	4.922	1.864
1.151	4.927	1.859
1.209	4.922	1.811
1.291	4.934	-1.362
1.379	4.932	-1.367
1.468	4.932	-1.361
1.722	4.929	1.820
1.477	4.924	1.838
1.326	4.917	1.906
1.291	4.924	1.878
1.249	4.922	-1.366
1.253	4.929	-1.364
1.304	4.932	-1.347
1.345	4.924	1.807
1.247	4.924	1.886
1.268	4.912	1.827
1.379	4.917	-1.361
1.506	4.937	-1.367
1.722	4.919	-1.361
1.826	4.924	1.902
1.998	4.924	1.877
0.733	4.922	1.815
1.052	4.922	1.905
1.113	4.914	-1.362
1.125	4.934	-1.362
1.149	4.922	-1.361
1.210	4.927	1.885
1.290	4.927	1.902
1.384	4.922	1.864
1.476	4.914	1.818
1.658	4.922	-1.361
1.928	4.927	-1.365
2.032	4.934	-1.051
2.153	4.917	1.932
1.002	4.922	1.839
1.131	4.922	1.900
1.191	4.927	-1.361
1.279	4.932	-1.362
1.338	4.922	-1.362
1.394	4.929	1.845
1.569	4.922	1.803
1.711	4.924	1.885
1.747	4.922	1.844
1.321	4.929	-1.365
1.247	4.934	-1.364
1.258	4.934	-1.362
1.233	4.927	1.864
1.197	4.927	1.888
1.158	4.917	1.825
1.172	4.932	1.905
1.228	4.934	-1.366
1.271	4.929	-1.366
1.340	4.932	-1.259
1.380	4.924	1.902
1.490	4.932	1.868
1.762	4.922	1.822
1.974	4.942	-1.361
2.173	4.922	-1.364
2.307	4.922	-1.362
0.852	4.932	1.874
1.159	4.924	1.895
1.279	4.917	1.855
1.352	4.922	1.821
1.422	4.929	-1.362
1.473	4.929	-1.364
1.513	4.929	-1.360
1.657	4.922	1.845
1.808	4.924	1.905
1.967	4.924	1.869
1.957	4.924	-1.286
0.908	4.924	-1.361
1.066	4.924	-1.367
1.088	4.922	1.802
1.107	4.932	1.895
1.151	4.924	1.853
1.212	4.932	1.808
1.293	4.929	-1.362
1.377	4.932	-1.364
1.470	4.914	-1.364
1.723	4.924	1.868
1.464	4.922	1.816
1.229	4.917	1.910
1.296	4.932	1.876
1.248	4.932	-1.364
1.244	4.924	-1.366
1.299	4.932	-1.345
1.340	4.922	1.905
1.243	4.932	1.868
1.265	4.929	1.826
1.377	4.934	-1.360
1.503	4.940	-1.362
1.713	4.924	-1.366
1.823	4.922	1.818
1.998	4.917	1.827
0.785	4.917	1.820
1.060	4.922	1.895
1.118	4.932	-1.361
1.123	4.922	-1.362
1.146	4.927	-1.364
1.209	4.929	1.868
1.295	4.922	1.899
1.387	4.927	1.838
1.481	4.924	1.849
1.660	4.929	-1.362
1.930	4.924	-1.366
2.037	4.927	1.639
2.157	4.917	1.894
1.206	4.919	1.849
1.111	4.927	1.818
1.187	4.932	-1.357
1.270	4.924	-1.367
1.331	4.922	-1.366
1.389	4.929	1.859
1.566	4.914	1.825
1.714	4.924	1.890
1.748	4.927	1.849
1.316	4.932	-1.361
1.251	4.922	-1.367
1.263	4.929	-1.366
1.233	4.922	1.839
1.197	4.924	1.885
1.162	4.932	1.841
1.169	4.932	1.904
1.226	4.924	-1.362
1.270	4.932	-1.366
1.336	4.924	1.630
1.382	4.917	1.896
1.501	4.932	1.864
1.771	4.929	1.813
1.986	4.932	-1.357
2.176	4.922	-1.366
2.299	4.922	-1.369
0.864	4.929	1.832
1.167	4.924	1.832
1.280	4.932	1.910
1.356	4.934	1.878
1.420	4.922	-1.366
1.468	4.927	-1.370
1.509	4.922	-1.362
1.662	4.922	1.841
1.811	4.934	1.906
1.974	4.924	1.854
1.939	4.929	-1.311
0.913	4.929	-1.366
1.065	4.922	-1.370
1.088	4.919	1.803
1.111	4.929	1.888
1.156	4.924	1.825
1.210	4.934	1.897
1.293	4.922	-1.362
1.375	4.917	-1.370
1.470	4.914	-1.367
1.729	4.922	1.896
1.484	4.934	1.799
1.244	4.934	1.905
1.289	4.937	1.871
1.237	4.924	-1.366
1.239	4.922	-1.370
1.304	4.917	-1.320
1.341	4.929	1.894
1.238	4.932	1.844
1.265	4.924	1.835
1.374	4.934	-1.360
1.500	4.914	-1.369
1.725	4.924	-1.366
1.834	4.932	1.845
2.012	4.919	1.844
0.794	4.922	1.872
1.064	4.932	1.880
1.114	4.922	-1.365
1.122	4.912	-1.366
1.148	4.929	-1.364
1.216	4.924	1.876
1.299	4.929	1.895
1.389	4.929	1.886
1.478	4.919	1.858
1.660	4.929	-1.369
1.937	4.929	-1.370
2.044	4.922	1.849
2.145	4.934	1.869
1.117	4.929	1.813
1.118	4.932	1.891
1.187	4.924	-1.364
1.270	4.922	-1.369
1.333	4.927	-1.366
1.394	4.919	1.813
1.583	4.932	1.813
1.718	4.940	1.882
1.741	4.922	1.827
1.318	4.922	-1.367
1.249	4.909	-1.367
1.263	4.932	-1.364
1.237	4.937	1.899
1.198	4.922	1.822
1.160	4.934	1.904
1.167	4.919	-0.294
1.223	4.932	-1.370
1.277	4.922	-1.366
1.344	4.924	1.859
1.383	4.932	1.882
1.504	4.917	1.832
1.770	4.929	1.886
1.986	4.929	-1.364
2.180	4.927	-1.366
2.299	4.932	-1.365
0.866	4.932	1.836
1.165	4.934	1.878
1.279	4.927	1.824
1.351	4.922	1.869
1.422	4.917	-1.364
1.472	4.929	-1.366
1.515	4.932	-1.360
1.667	4.922	1.813
1.817	4.932	1.888
1.977	4.917	1.835
1.924	4.919	-1.339
0.950	4.927	-1.366
1.079	4.932	-1.366
1.097	4.924	1.900
1.116	4.932	1.883
1.155	4.929	1.803
1.212	4.922	1.885
1.295	4.917	-1.364
1.379	4.922	-1.367
1.481	4.927	-1.362
1.738	4.929	1.871
1.416	4.937	1.896
1.248	4.912	1.853
1.298	4.917	1.803
1.239	4.922	-1.364
1.240	4.922	-1.362
1.305	4.927	1.296
1.335	4.932	1.843
1.237	4.934	1.803
1.268	4.919	1.891
1.382	4.914	-1.360
1.515	4.934	-1.366
1.733	4.927	-1.361
1.841	4.927	1.844
2.014	4.924	1.825
0.805	4.924	1.905
1.062	4.929	1.864
1.116	4.929	-1.365
1.127	4.929	-1.367
1.151	4.929	-1.360
1.216	4.929	1.839
1.298	4.934	1.899
1.387	4.922	1.863
1.482	4.914	-0.969
1.669	4.934	-1.364
1.938	4.922	-1.364
2.050	4.932	1.831
2.163	4.922	1.810
1.027	4.924	1.868
1.127	4.917	1.811
1.197	4.934	-1.362
1.281	4.922	-1.364
1.341	4.934	-1.362
1.396	4.924	1.815
1.585	4.922	1.821
1.716	4.929	1.862
1.744	4.924	1.808
1.321	4.929	-1.365
1.260	4.932	-1.364
1.270	4.932	-1.361
1.237	4.924	1.834
1.195	4.924	1.880
1.159	4.914	1.839
1.173	4.929	-1.230
1.233	4.929	-1.365
1.279	4.929	-1.364
1.345	4.929	1.813
1.387	4.924	1.839
1.509	4.922	1.866
1.779	4.924	1.815
2.002	4.929	-1.359
2.186	4.932	-1.365
2.299	4.932	-1.361
0.862	4.932	1.872
1.162	4.922	1.899
1.281	4.929	1.859
1.355	4.929	1.815
1.425	4.924	-1.361
1.475	4.922	-1.364
1.515	4.927	-1.360
1.671	4.917	1.905
1.818	4.922	1.862
1.986	4.922	1.829
1.919	4.924	-1.343
0.963	4.934	-1.364
1.085	4.927	-1.366
1.098	4.922	1.824
1.114	4.914	1.825
1.162	4.917	1.909
1.220	4.932	1.868
1.302	4.934	-1.361
1.386	4.922	-1.364
1.481	4.932	-1.362
1.737	4.912	1.818
1.444	4.917	1.871
1.229	4.929	1.829
1.303	4.932	1.862
1.244	4.929	-1.362
1.246	4.924	-1.366
1.309	4.922	1.704
1.333	4.924	1.869
1.239	4.927	1.859
1.277	4.927	1.810
1.387	4.932	-1.359
1.518	4.924	-1.366
1.732	4.927	-1.366
1.841	4.922	1.862
2.017	4.929	1.881
0.792	4.924	1.852
1.061	4.934	1.804
1.117	4.924	-1.361
1.123	4.927	-1.365
1.148	4.914	-1.364
1.212	4.922	1.835
1.300	4.917	1.883
1.391	4.922	1.840
1.487	4.924	-1.250
1.677	4.929	-1.364
1.946	4.914	-1.366
2.051	4.922	1.854
2.177	4.919	1.817
1.011	4.922	1.906
1.131	4.932	1.868
1.201	4.934	-1.361
1.280	4.929	-1.364
1.336	4.924	-1.366
1.393	4.914	1.848
1.593	4.924	1.906
1.722	4.917	1.843
1.746	4.922	1.901
1.322	4.929	-1.364
1.254	4.917	-1.366
1.263	4.927	-1.366
1.233	4.919	1.905
1.196	4.917	1.827
1.162	4.940	1.896
1.173	4.929	-1.305
1.228	4.929	-1.362
1.274	4.924	-1.370
1.341	4.917	1.797
1.384	4.929	1.810
1.518	4.932	1.902
1.790	4.940	1.874
2.010	4.927	-1.359
2.186	4.924	-1.365
2.298	4.912	-1.364
0.880	4.917	1.801
1.168	4.919	1.853
1.284	4.937	1.812
1.360	4.934	1.914
1.422	4.922	-1.362
1.470	4.919	-1.370
1.513	4.927	-1.361
1.676	4.929	1.857
1.823	4.927	1.864
1.996	4.922	1.868
1.920	4.924	-1.342
0.972	4.924	-1.367
1.086	4.922	-1.366
1.097	4.922	1.821
1.118	4.927	1.802
1.163	4.934	1.909
1.220	4.932	1.867
1.300	4.945	-1.365
1.383	4.932	-1.366
1.482	4.919	-1.367
1.741	4.924	1.797
1.383	4.917	1.859
1.233	4.929	1.831
1.298	4.927	1.900
1.239	4.927	-1.366
1.243	4.919	-1.370
1.308	4.922	1.811
1.336	4.914	1.803
1.246	4.934	1.892
1.271	4.932	1.849
1.383	4.922	-1.356
1.523	4.924	-1.366
1.733	4.922	-1.369
1.848	4.914	1.802
2.024	4.924	1.845
0.822	4.924	1.860
1.070	4.924	1.813
1.116	4.924	-1.365
1.121	4.927	-1.366
1.153	4.914	-1.364
1.219	4.917	1.905
1.305	4.927	1.810
1.398	4.942	1.895
1.489	4.934	-1.322
1.680	4.919	-1.365
1.948	4.909	-1.370
2.058	4.929	1.854
2.209	4.922	1.827
1.018	4.932	1.900
1.131	4.932	1.874
1.197	4.929	-1.362
1.270	4.922	-1.366
1.328	4.922	-1.366
1.392	4.929	1.857
1.590	4.934	1.859
1.722	4.924	1.813
1.739	4.929	1.895
1.314	4.922	-1.369
1.251	4.909	-1.370
1.263	4.924	-1.364
1.230	4.932	1.895
1.193	4.934	1.811
1.163	4.929	1.883
1.169	4.914	-1.332
1.224	4.922	-1.366
1.276	4.914	-1.370
1.346	4.929	1.880
1.392	4.927	1.849
1.528	4.929	1.844
1.792	4.932	1.876
2.018	4.924	-1.366
2.192	4.914	-1.367
2.302	4.912	-1.366
0.898	4.922	1.905
1.178	4.929	1.829
1.290	4.937	1.866
1.360	4.934	1.880
1.421	4.927	-1.365
1.472	4.917	-1.369
1.518	4.914	-1.356
1.681	4.934	1.855
1.830	4.932	1.813
1.996	4.922	1.914
1.898	4.927	-1.357
0.976	4.917	-1.367
1.089	4.917	-1.365
1.100	4.919	1.818
1.122	4.932	1.803
1.163	4.934	1.897
1.219	4.924	1.832
1.299	4.922	-1.364
1.384	4.912	-1.370
1.489	4.922	-1.365
1.748	4.934	1.905
1.375	4.929	1.844
1.244	4.927	1.804
1.295	4.922	1.900
1.233	4.917	-1.370
1.243	4.924	-1.370
1.317	4.917	1.784
1.328	4.940	1.864
1.246	4.937	1.909
1.280	4.934	1.871
1.386	4.917	-1.362
1.520	4.929	-1.370
1.734	4.929	-1.365
1.855	4.929	1.827
2.033	4.932	1.848
0.837	4.934	1.813
1.069	4.934	1.878
1.113	4.914	-1.369
1.122	4.914	-1.366
1.151	4.929	-1.364
1.223	4.922	1.801
1.304	4.932	1.841
1.396	4.924	1.909
1.486	4.932	-1.342
1.682	4.917	-1.367
1.952	4.929	-1.366
2.059	4.927	1.798
2.212	4.929	1.868
1.027	4.929	1.899
1.125	4.924	1.849
1.198	4.914	-1.366
1.276	4.914	-1.367
1.336	4.927	-1.366
1.400	4.932	1.885
1.599	4.934	1.888
1.722	4.909	1.841
1.736	4.919	1.796
1.316	4.922	-1.367
1.251	4.912	-1.367
1.265	4.932	-1.362
1.229	4.934	1.901
1.188	4.924	1.822
1.151	4.924	1.905
1.169	4.922	-1.347
1.229	4.927	-1.366
1.277	4.932	-1.367
1.350	4.927	1.866
1.392	4.917	1.844
1.529	4.922	1.901
1.798	4.922	1.877
2.023	4.922	-1.362
2.201	4.927	-1.366
2.307	4.929	-1.364
0.912	4.922	1.806
1.177	4.929	1.832
1.285	4.932	1.905
1.355	4.924	1.866
1.422	4.934	-1.365
1.473	4.932	-1.366
1.523	4.914	-1.351
1.687	4.937	1.848
1.831	4.922	1.824
1.996	4.932	1.876
1.891	4.929	-1.357
0.986	4.924	-1.366
1.093	4.937	-1.365
1.099	4.934	1.817
1.121	4.927	1.811
1.159	4.929	1.892
1.219	4.922	1.843
1.304	4.927	-1.364
1.386	4.929	-1.367
1.498	4.932	-1.362
1.753	4.932	1.882
1.369	4.924	1.802
1.224	4.929	1.891
1.289	4.909	1.844
1.233	4.932	-1.364
1.242	4.927	-1.364
1.319	4.922	1.859
1.330	4.924	1.813
1.239	4.922	1.876
1.282	4.917	1.818
1.389	4.934	-1.362
1.533	4.914	-1.362
1.739	4.917	-1.362
1.860	4.929	1.896
2.035	4.927	1.880
0.871	4.922	1.811
1.078	4.929	1.904
1.122	4.929	-1.366
1.127	4.932	-1.364
1.155	4.932	-1.357
1.223	4.932	1.868
1.305	4.922	1.797
1.400	4.929	1.896
1.492	4.934	-1.343
1.696	4.929	-1.362
1.960	4.922	-1.362
2.074	4.922	1.878
2.232	4.924	1.863
1.033	4.914	1.811
1.128	4.924	1.908
1.207	4.922	-1.360
1.285	4.932	-1.364
1.340	4.934	-1.365
1.400	4.932	1.820
1.607	4.917	1.827
1.722	4.932	1.799
1.738	4.929	1.890
1.319	4.932	-1.362
1.253	4.919	-1.364
1.260	4.922	-1.361
1.226	4.914	1.813
1.188	4.924	1.855
1.159	4.922	1.826
1.182	4.929	-1.345
1.235	4.927	-1.364
1.281	4.924	-1.365
1.352	4.914	1.886
1.389	4.922	1.896
1.534	4.922	1.857
1.812	4.922	1.807
2.037	4.937	-1.362
2.201	4.940	-1.361
2.299	4.922	-1.362
0.935	4.914	1.803
1.179	4.914	1.821
1.291	4.934	1.899
1.363	4.927	1.849
1.431	4.922	-1.364
1.475	4.917	-1.364
1.522	4.929	-1.359
1.690	4.917	1.799
1.839	4.919	1.894
2.003	4.929	1.854
1.909	4.929	-1.352
0.990	4.917	-1.364
1.089	4.922	-1.366
1.097	4.917	1.874
1.122	4.922	1.873
1.164	4.922	1.826
1.228	4.922	1.910
1.309	4.927	-1.361
1.388	4.919	-1.367
1.498	4.917	-1.362
1.758	4.922	1.852
1.415	4.932	1.892
1.211	4.932	1.886
1.284	4.922	-1.046
1.229	4.934	-1.364
1.246	4.917	-1.366
1.318	4.917	1.853
1.324	4.917	1.906
1.249	4.922	1.848
1.299	4.934	1.804
1.398	4.937	-1.360
1.534	4.917	-1.367
1.733	4.922	-1.366
1.863	4.927	1.839
2.037	4.922	1.817
0.868	4.929	1.883
1.079	4.922	1.845
1.117	4.932	-1.362
1.121	4.922	-1.370
1.153	4.917	-1.362
1.224	4.922	1.859
1.310	4.932	1.880
1.403	4.937	1.880
1.499	4.919	-1.342
1.699	4.919	-1.367
1.956	4.922	-1.367
2.079	4.914	1.820
2.256	4.924	1.888
1.038	4.929	1.845
1.128	4.937	1.812
1.207	4.932	-1.364
1.284	4.924	-1.366
1.338	4.922	-1.366
1.398	4.914	1.825
1.624	4.924	1.821
1.730	4.945	1.892
1.733	4.932	1.844
1.324	4.929	-1.364
1.254	4.934	-1.370
1.260	4.909	-1.361
1.229	4.924	1.824
1.188	4.934	1.895
1.164	4.917	1.839
1.181	4.934	-1.353
1.233	4.932	-1.366
1.284	4.917	-1.365
1.352	4.912	1.890
1.396	4.927	1.872
1.546	4.922	1.817
1.818	4.940	1.905
2.047	4.922	-1.360
2.206	4.922	-1.366
2.303	4.917	-1.370
0.945	4.924	1.902
1.184	4.924	1.802
1.294	4.927	1.887
1.368	4.922	1.835
1.430	4.922	-1.364
1.475	4.922	-1.366
1.528	4.914	-1.357
1.697	4.924	1.869
1.845	4.927	1.808
2.008	4.929	1.906
1.898	4.962	-1.359
1.000	4.924	-1.366
1.089	4.927	-1.369
1.098	4.924	1.844
1.123	4.937	1.869
1.168	4.927	1.825
1.228	4.934	1.910
1.309	4.917	-1.362
1.387	4.924	-1.369
1.501	4.917	-1.367
1.760	4.914	1.820
1.389	4.929	1.905
1.244	4.945	1.868
1.281	4.927	-1.286
1.225	4.924	-1.364
1.233	4.922	-1.370
1.314	4.927	1.869
1.319	4.914	1.848
1.238	4.932	1.812
1.291	4.942	1.909
1.394	4.922	-1.361
1.537	4.924	-1.370
1.734	4.912	-1.367
1.870	4.914	1.905
2.041	4.932	1.885
0.896	4.929	1.849
1.085	4.924	1.906
1.118	4.922	-1.365
1.122	4.922	-1.369
1.156	4.914	-1.361
1.226	4.917	1.801
1.316	4.934	1.878
1.406	4.922	1.843
1.498	4.927	-1.357
1.706	4.922	-1.366
1.960	4.912	-1.367
2.080	4.924	1.873
2.259	4.922	1.826
1.039	4.937	1.902
1.126	4.927	1.854
1.207	4.932	-1.364
1.285	4.912	-1.369
1.345	4.927	-1.364
1.403	4.934	1.862
1.626	4.932	1.887
1.730	4.922	1.843
1.733	4.924	1.803
1.319	4.906	-1.362
1.253	4.924	-1.369
1.262	4.917	-1.361
1.233	4.924	1.810
1.192	4.932	1.890
1.159	4.919	1.839
1.181	4.922	-1.360
1.232	4.924	-1.370
1.284	4.912	-1.365
1.356	4.929	1.885
1.400	4.932	1.857
1.557	4.924	1.803
1.820	4.927	1.888
2.044	4.922	-1.366
2.210	4.914	-1.367
2.308	4.919	-1.366
0.972	4.932	1.896
1.195	4.932	1.910
1.294	4.927	1.868
1.366	4.912	1.832
1.430	4.922	-1.369
1.477	4.917	-1.367
1.529	4.922	-1.345
1.704	4.927	1.826
1.848	4.932	1.900
2.007	4.914	1.839
1.869	4.922	-1.365
1.008	4.924	-1.369
1.097	4.917	-1.365
1.106	4.932	1.798
1.126	4.927	1.843
1.170	4.924	1.806
1.230	4.927	1.905
1.309	4.919	-1.367
1.392	4.909	-1.367
1.509	4.932	-1.362
1.766	4.927	1.910
1.286	4.924	1.871
1.252	4.932	1.813
1.284	4.919	-1.339
1.228	4.924	-1.366
1.237	4.914	-1.366
1.326	4.922	1.886
1.321	4.934	1.868
1.238	4.922	1.813
1.294	4.922	1.910
1.398	4.912	-1.366
1.548	4.927	-1.370
1.741	4.922	-1.366
1.881	4.932	1.906
2.044	4.932	1.895
0.902	4.924	1.841
1.083	4.922	1.815
1.116	4.917	-1.369
1.126	4.914	-1.365
1.158	4.927	-1.360
1.229	4.932	1.909
1.318	4.914	1.852
1.403	4.927	1.843
1.503	4.932	-1.361
1.714	4.922	-1.366
1.961	4.924	-1.366
2.088	4.914	1.802
2.269	4.927	1.896
1.042	4.937	1.868
1.114	4.922	1.807
1.207	4.932	-1.367
1.289	4.922	-1.367
1.346	4.934	-1.365
1.403	4.934	1.892
1.627	4.924	1.909
1.727	4.924	1.853
1.728	4.914	1.822
1.316	4.917	-1.364
1.258	4.927	-1.366
1.263	4.922	-1.357
1.228	4.932	1.855
1.188	4.924	1.801
1.156	4.922	1.892
1.174	4.917	-1.360
1.235	4.922	-1.367
1.285	4.929	-1.366
1.360	4.934	1.843
1.398	4.929	1.827
1.559	4.929	1.904
1.826	4.917	1.858
2.052	4.917	-1.364
2.215	4.927	-1.366
2.311	4.922	-1.361
0.988	4.934	1.843
1.196	4.932	1.880
1.298	4.914	1.821
1.368	4.932	1.908
1.435	4.924	-1.366
1.478	4.929	-1.366
1.532	4.924	-1.314
1.709	4.932	1.878
1.849	4.922	1.812
2.007	4.924	1.892
1.851	4.924	-1.364
1.024	4.927	-1.364
1.102	4.927	-1.361
1.104	4.929	1.891
1.127	4.922	1.802
1.169	4.929	1.874
1.234	4.917	1.821
1.319	4.917	-1.364
1.396	4.937	-1.366
1.518	4.919	-1.360
1.766	4.927	1.849
1.265	4.929	1.824
1.237	4.922	1.899
1.286	4.914	-1.343
1.225	4.929	-1.367
1.240	4.932	-1.362
1.327	4.917	1.802
1.309	4.932	1.886
1.244	4.927	1.862
1.300	4.914	1.824
1.401	4.927	-1.364
1.556	4.929	-1.362
1.742	4.922	-1.361
1.882	4.932	1.832
2.047	4.919	1.862
0.917	4.914	1.802
1.089	4.929	1.900
1.125	4.922	-1.362
1.127	4.932	-1.364
1.160	4.937	-1.350
1.229	4.929	1.862
1.314	4.914	1.817
1.405	4.924	1.880
1.506	4.927	-1.359
1.723	4.924	-1.365
1.970	4.929	-1.362
2.084	4.932	1.824
2.262	4.917	1.802
1.048	4.924	1.874
1.118	4.917	1.818
1.212	4.932	-1.362
1.294	4.929	-1.362
1.350	4.934	-1.361
1.402	4.932	1.838
1.636	4.917	1.848
1.733	4.914	1.908
1.728	4.934	1.880
1.319	4.929	-1.362
1.262	4.932	-1.364
1.258	4.932	-1.347
1.226	4.922	1.878
1.183	4.912	1.821
1.159	4.922	1.899
1.178	4.940	-1.361
1.238	4.927	-1.364
1.289	4.922	-1.362
1.360	4.929	1.838
1.397	4.922	1.827
1.566	4.922	1.899
1.840	4.924	1.845
2.051	4.929	-1.364
2.226	4.932	-1.364
2.316	4.927	-1.360
0.991	4.912	1.802
1.196	4.924	1.820
1.300	4.917	1.894
1.370	4.914	1.844
1.438	4.914	-1.361
1.480	4.929	-1.364
1.536	4.922	1.652
1.713	4.917	1.808
1.851	4.922	1.882
2.009	4.917	1.824
1.830	4.929	-1.359
1.033	4.922	-1.365
1.098	4.934	-1.366
1.106	4.922	1.868
1.125	4.919	1.895
1.173	4.914	1.836
1.239	4.929	1.909
1.324	4.929	-1.364
1.396	4.932	-1.366
1.524	4.924	-1.360
1.753	4.924	1.860
1.279	4.919	1.802
1.235	4.937	1.885
1.285	4.922	-1.347
1.229	4.932	-1.364
1.242	4.937	-1.366
1.330	4.914	1.811
1.298	4.924	1.895
1.249	4.927	1.844
1.314	4.929	1.868
1.407	4.922	-1.364
1.564	4.937	-1.362
1.748	4.922	-1.366
1.882	4.917	1.797
2.042	4.909	1.831
0.925	4.922	1.876
1.089	4.932	1.878
1.118	4.937	-1.362
1.130	4.932	-1.362
1.163	4.917	-1.351
1.230	4.919	1.830
1.318	4.932	1.902
1.412	4.929	1.887
1.514	4.922	-1.356
1.733	4.929	-1.364
1.968	4.917	-1.367
2.078	4.919	1.874
2.264	4.932	1.864
1.061	4.929	1.813
1.127	4.929	1.905
1.228	4.924	-1.360
1.295	4.937	-1.366
1.352	4.924	-1.367
1.406	4.914	1.798
1.640	4.917	1.820
1.736	4.924	1.900
1.727	4.924	1.848
1.314	4.942	-1.364
1.260	4.927	-1.365
1.258	4.922	-1.343
1.225	4.917	1.839
1.190	4.927	1.849
1.164	4.934	1.803
1.187	4.940	-1.357
1.239	4.914	-1.364
1.293	4.914	-1.366
1.363	4.919	1.894
1.403	4.927	1.888
1.582	4.917	1.824
1.854	4.934	1.909
2.060	4.924	-1.362
2.231	4.932	-1.366
2.317	4.934	-1.366
1.009	4.924	1.852
1.207	4.929	1.896
1.309	4.922	1.839
1.378	4.929	1.895
1.440	4.932	-1.366
1.481	4.934	-1.366
1.538	4.924	1.785
1.715	4.924	1.900
1.859	4.934	1.871
2.012	4.922	1.841
1.750	4.924	-1.360
1.034	4.932	-1.366
1.097	4.924	-1.364
1.104	4.917	1.849
1.131	4.914	1.822
1.178	4.932	1.910
1.247	4.934	1.878
1.330	4.945	-1.362
1.402	4.934	-1.365
1.532	4.906	-1.356
1.742	4.919	1.817
1.296	4.927	1.890
1.261	4.927	1.831
1.285	4.934	-1.353
1.233	4.914	-1.366
1.240	4.922	-1.369
1.330	4.912	1.808
1.305	4.929	1.888
1.257	4.937	1.807
1.312	4.937	1.900
1.407	4.919	-1.360
1.575	4.924	-1.367
1.760	4.914	-1.367
1.891	4.917	1.803
2.047	4.922	1.824
0.948	4.934	1.900
1.095	4.927	1.846
1.120	4.917	-1.365
1.127	4.914	-1.366
1.162	4.922	-1.331
1.234	4.919	1.798
1.327	4.929	1.897
1.416	4.937	1.866
1.514	4.927	-1.360
1.736	4.922	-1.366
1.961	4.917	-1.370
2.088	4.922	1.905
2.268	4.927	1.904
1.061	4.922	1.853
1.127	4.932	1.806
1.233	4.924	-1.361
1.298	4.914	-1.366
1.351	4.919	-1.367
1.407	4.917	1.900
1.650	4.927	1.897
1.739	4.937	1.866
1.722	4.924	1.813
1.307	4.924	-1.364
1.263	4.906	-1.366
1.257	4.917	1.615
1.224	4.932	1.852
1.187	4.922	1.810
1.162	4.945	1.900
1.183	4.922	-1.360
1.238	4.922	-1.366
1.291	4.922	-1.369
1.360	4.919	1.825
1.405	4.914	1.844
1.589	4.932	1.832
1.868	4.934	1.883
2.058	4.932	-1.361
2.237	4.922	-1.370
2.315	4.927	-1.365
1.006	4.917	1.854
1.204	4.929	1.902
1.308	4.934	1.866
1.375	4.924	-0.969
1.438	4.917	-1.366
1.477	4.927	-1.370
1.542	4.917	1.788
1.722	4.922	1.906
1.864	4.917	1.850
2.010	4.932	1.820
1.338	4.940	-1.364
1.043	4.914	-1.366
1.099	4.924	-1.369
1.106	4.922	1.881
1.131	4.924	1.798
1.183	4.932	1.895
1.247	4.924	1.838
1.330	4.914	-1.364
1.401	4.924	-1.370
1.538	4.922	-1.359
1.715	4.922	1.899
1.319	4.932	1.863
1.240	4.927	1.838
1.284	4.937	-1.359
1.234	4.919	-1.367
1.244	4.922	-1.367
1.340	4.932	1.854
